,temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation,time
308,-1.2,73,0.0,0.0,0.0,0.0,1.3,0.2,2026-01-13 20:00:00
309,-0.7,100,0.0,0.0,0.0,0.0,0.2,0.0,2026-01-13 21:00:00
310,-1.8,88,0.0,0.0,0.0,0.0,2.6,0.1,2026-01-13 22:00:00
311,-3.3,100,0.0,0.0,0.0,0.0,2.9,0.0,2026-01-13 23:00:00
312,-3.6,100,0.0,0.0,0.0,0.0,1.4,0.0,2026-01-14 00:00:00
313,-3.4,99,0.0,0.0,0.0,0.0,0.7,0.0,2026-01-14 01:00:00
314,-2.8,100,0.0,0.0,0.0,0.0,2.3,0.0,2026-01-14 02:00:00
315,-2.0,100,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-14 03:00:00
316,-1.6,100,0.0,0.0,0.0,0.0,2.1,0.0,2026-01-14 04:00:00
317,-1.2,100,0.0,0.0,0.0,0.0,1.4,0.0,2026-01-14 05:00:00
318,-0.9,100,0.0,0.0,0.0,0.0,1.2,0.1,2026-01-14 06:00:00
319,-0.7,100,0.0,0.0,0.0,0.0,1.3,0.2,2026-01-14 07:00:00
320,-0.4,100,0.0,0.0,0.0,0.0,2.7,0.4,2026-01-14 08:00:00
321,0.0,100,4.0,0.0,0.0,4.0,2.2,0.4,2026-01-14 09:00:00
322,0.7,100,17.0,0.0,0.0,17.0,2.9,0.2,2026-01-14 10:00:00
323,1.6,100,43.0,0.0,0.0,43.0,3.9,0.2,2026-01-14 11:00:00
324,2.6,100,55.0,2.0,4.9,53.0,3.1,0.1,2026-01-14 12:00:00
325,3.5,100,72.0,0.0,0.0,72.0,4.3,0.1,2026-01-14 13:00:00
326,4.5,100,71.0,1.0,2.2,70.0,2.3,0.0,2026-01-14 14:00:00
327,5.5,98,79.0,0.0,0.0,79.0,5.8,0.0,2026-01-14 15:00:00
328,5.8,100,77.0,3.0,9.1,74.0,7.0,0.0,2026-01-14 16:00:00
329,5.4,99,41.0,1.0,4.9,40.0,5.4,0.1,2026-01-14 17:00:00
330,4.5,79,10.0,1.0,12.2,9.0,4.3,0.0,2026-01-14 18:00:00
331,3.8,79,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-14 19:00:00
332,3.4,100,0.0,0.0,0.0,0.0,1.8,0.1,2026-01-14 20:00:00
333,3.8,100,0.0,0.0,0.0,0.0,0.4,0.0,2026-01-14 21:00:00
334,3.3,92,0.0,0.0,0.0,0.0,1.2,0.1,2026-01-14 22:00:00
335,3.0,85,0.0,0.0,0.0,0.0,1.1,0.0,2026-01-14 23:00:00
336,2.6,100,0.0,0.0,0.0,0.0,0.8,0.0,2026-01-15 00:00:00
337,2.4,100,0.0,0.0,0.0,0.0,1.4,0.0,2026-01-15 01:00:00
338,2.5,100,0.0,0.0,0.0,0.0,3.0,0.0,2026-01-15 02:00:00
339,3.7,100,0.0,0.0,0.0,0.0,3.8,0.0,2026-01-15 03:00:00
340,3.5,100,0.0,0.0,0.0,0.0,4.2,0.0,2026-01-15 04:00:00
341,3.5,100,0.0,0.0,0.0,0.0,4.0,0.0,2026-01-15 05:00:00
342,3.6,100,0.0,0.0,0.0,0.0,3.5,0.0,2026-01-15 06:00:00
343,3.8,100,0.0,0.0,0.0,0.0,3.4,0.0,2026-01-15 07:00:00
344,3.9,100,0.0,0.0,0.0,0.0,4.3,0.0,2026-01-15 08:00:00
345,3.9,62,6.0,0.0,0.0,6.0,3.7,0.0,2026-01-15 09:00:00
346,5.1,96,95.0,38.0,210.2,57.0,6.7,0.0,2026-01-15 10:00:00
347,6.6,100,103.0,12.0,38.3,91.0,6.3,0.0,2026-01-15 11:00:00
348,8.1,100,127.0,9.0,22.0,118.0,4.7,0.0,2026-01-15 12:00:00
349,8.7,100,98.0,3.0,6.5,95.0,4.5,0.0,2026-01-15 13:00:00
350,9.3,90,96.0,0.0,0.0,96.0,2.0,0.0,2026-01-15 14:00:00
351,12.0,35,212.0,50.0,118.9,162.0,6.7,0.0,2026-01-15 15:00:00
352,12.0,80,252.0,152.0,457.3,100.0,9.1,0.0,2026-01-15 16:00:00
353,10.6,75,119.0,54.0,262.8,65.0,7.7,0.0,2026-01-15 17:00:00
354,8.7,49,19.0,6.0,71.8,13.0,5.7,0.0,2026-01-15 18:00:00
355,7.0,97,0.0,0.0,0.0,0.0,4.7,0.0,2026-01-15 19:00:00
356,6.1,100,0.0,0.0,0.0,0.0,2.9,0.0,2026-01-15 20:00:00
357,7.4,100,0.0,0.0,0.0,0.0,2.9,0.0,2026-01-15 21:00:00
358,7.3,100,0.0,0.0,0.0,0.0,1.6,0.0,2026-01-15 22:00:00
359,7.0,100,0.0,0.0,0.0,0.0,0.4,0.0,2026-01-15 23:00:00
360,6.7,100,0.0,0.0,0.0,0.0,1.7,0.5,2026-01-16 00:00:00
361,6.2,100,0.0,0.0,0.0,0.0,2.8,0.1,2026-01-16 01:00:00
362,5.8,100,0.0,0.0,0.0,0.0,2.1,0.3,2026-01-16 02:00:00
363,6.8,100,0.0,0.0,0.0,0.0,2.0,0.9,2026-01-16 03:00:00
364,7.0,100,0.0,0.0,0.0,0.0,0.6,0.6,2026-01-16 04:00:00
365,6.8,100,0.0,0.0,0.0,0.0,1.4,0.4,2026-01-16 05:00:00
366,6.5,100,0.0,0.0,0.0,0.0,2.0,0.2,2026-01-16 06:00:00
367,6.3,100,0.0,0.0,0.0,0.0,1.4,0.1,2026-01-16 07:00:00
368,6.4,100,0.0,0.0,0.0,0.0,1.1,0.6,2026-01-16 08:00:00
369,6.7,100,2.0,0.0,0.0,2.0,1.0,0.6,2026-01-16 09:00:00
370,7.1,100,19.0,0.0,0.0,19.0,0.5,0.4,2026-01-16 10:00:00
371,7.7,100,67.0,8.0,25.4,59.0,2.3,0.4,2026-01-16 11:00:00
372,7.9,100,39.0,0.0,0.0,39.0,4.3,1.7,2026-01-16 12:00:00
373,8.4,100,62.0,0.0,0.0,62.0,7.4,0.5,2026-01-16 13:00:00
374,7.2,100,35.0,0.0,0.0,35.0,10.6,1.3,2026-01-16 14:00:00
375,6.5,100,35.0,0.0,0.0,35.0,7.2,0.9,2026-01-16 15:00:00
376,5.5,100,36.0,2.0,6.0,34.0,8.5,0.7,2026-01-16 16:00:00
377,4.5,100,21.0,0.0,0.0,21.0,6.9,0.4,2026-01-16 17:00:00
378,3.4,100,3.0,0.0,0.0,3.0,6.0,0.8,2026-01-16 18:00:00
379,2.7,100,0.0,0.0,0.0,0.0,4.7,0.8,2026-01-16 19:00:00
380,2.6,100,0.0,0.0,0.0,0.0,4.3,0.7,2026-01-16 20:00:00
381,2.7,100,0.0,0.0,0.0,0.0,5.6,0.9,2026-01-16 21:00:00
382,2.1,100,0.0,0.0,0.0,0.0,5.7,1.0,2026-01-16 22:00:00
383,1.9,100,0.0,0.0,0.0,0.0,5.1,0.9,2026-01-16 23:00:00
384,1.7,100,0.0,0.0,0.0,0.0,4.7,0.9,2026-01-17 00:00:00
385,1.4,100,0.0,0.0,0.0,0.0,3.7,0.9,2026-01-17 01:00:00
386,1.4,100,0.0,0.0,0.0,0.0,3.4,0.3,2026-01-17 02:00:00
387,1.8,99,0.0,0.0,0.0,0.0,6.5,0.1,2026-01-17 03:00:00
388,1.5,92,0.0,0.0,0.0,0.0,5.6,0.1,2026-01-17 04:00:00
389,1.1,81,0.0,0.0,0.0,0.0,2.8,0.2,2026-01-17 05:00:00
390,0.9,97,0.0,0.0,0.0,0.0,5.2,0.0,2026-01-17 06:00:00
391,1.1,100,0.0,0.0,0.0,0.0,5.9,0.0,2026-01-17 07:00:00
392,1.1,100,0.0,0.0,0.0,0.0,4.3,0.4,2026-01-17 08:00:00
393,1.2,100,6.0,0.0,0.0,6.0,3.6,0.4,2026-01-17 09:00:00
394,1.6,100,27.0,0.0,0.0,27.0,4.0,0.1,2026-01-17 10:00:00
395,2.2,100,79.0,5.0,15.7,74.0,4.5,0.2,2026-01-17 11:00:00
396,2.8,100,96.0,11.0,26.6,85.0,3.1,0.1,2026-01-17 12:00:00
397,3.2,100,147.0,21.0,45.1,126.0,4.1,0.4,2026-01-17 13:00:00
398,3.4,98,151.0,18.0,38.3,133.0,4.3,0.3,2026-01-17 14:00:00
399,4.1,84,168.0,18.0,42.1,150.0,3.1,0.1,2026-01-17 15:00:00
400,4.3,100,199.0,96.0,283.0,103.0,1.8,0.0,2026-01-17 16:00:00
401,4.2,100,95.0,22.0,103.6,73.0,1.6,0.0,2026-01-17 17:00:00
402,3.5,100,16.0,1.0,11.5,15.0,1.1,0.0,2026-01-17 18:00:00
403,2.9,91,0.0,0.0,0.0,0.0,0.9,0.0,2026-01-17 19:00:00
404,2.2,99,0.0,0.0,0.0,0.0,4.2,0.3,2026-01-17 20:00:00
405,1.6,100,0.0,0.0,0.0,0.0,6.0,0.4,2026-01-17 21:00:00
406,1.6,100,0.0,0.0,0.0,0.0,6.4,0.3,2026-01-17 22:00:00
407,1.3,100,0.0,0.0,0.0,0.0,5.6,0.4,2026-01-17 23:00:00
408,1.2,100,0.0,0.0,0.0,0.0,5.1,0.5,2026-01-18 00:00:00
409,1.2,100,0.0,0.0,0.0,0.0,5.9,0.3,2026-01-18 01:00:00
410,1.0,100,0.0,0.0,0.0,0.0,5.8,0.2,2026-01-18 02:00:00
411,1.1,99,0.0,0.0,0.0,0.0,6.4,0.4,2026-01-18 03:00:00
412,1.0,100,0.0,0.0,0.0,0.0,6.7,0.4,2026-01-18 04:00:00
413,0.9,95,0.0,0.0,0.0,0.0,6.7,0.2,2026-01-18 05:00:00
414,0.5,100,0.0,0.0,0.0,0.0,6.6,0.2,2026-01-18 06:00:00
415,0.6,98,0.0,0.0,0.0,0.0,8.1,0.5,2026-01-18 07:00:00
416,0.6,84,0.0,0.0,0.0,0.0,7.0,0.3,2026-01-18 08:00:00
417,0.7,99,7.0,0.0,0.0,7.0,8.6,0.4,2026-01-18 09:00:00
418,1.2,100,36.0,0.0,0.0,36.0,6.5,0.6,2026-01-18 10:00:00
419,1.3,92,55.0,0.0,0.0,55.0,2.9,1.1,2026-01-18 11:00:00
420,2.0,100,148.0,20.0,48.1,128.0,3.5,0.4,2026-01-18 12:00:00
421,2.5,56,218.0,27.0,57.6,191.0,3.1,0.3,2026-01-18 13:00:00
422,3.5,95,401.0,267.0,563.9,134.0,3.1,0.1,2026-01-18 14:00:00
423,3.3,53,351.0,233.0,541.1,118.0,4.9,0.1,2026-01-18 15:00:00
424,2.9,94,271.0,186.0,542.7,85.0,5.3,0.0,2026-01-18 16:00:00
425,2.4,99,93.0,23.0,106.5,70.0,4.7,0.0,2026-01-18 17:00:00
426,1.7,100,15.0,2.0,22.5,13.0,4.0,0.1,2026-01-18 18:00:00
427,1.2,100,0.0,0.0,0.0,0.0,3.8,0.2,2026-01-18 19:00:00
428,0.8,100,0.0,0.0,0.0,0.0,2.1,0.4,2026-01-18 20:00:00
429,-0.2,100,0.0,0.0,0.0,0.0,1.9,0.5,2026-01-18 21:00:00
430,-0.8,100,0.0,0.0,0.0,0.0,3.3,0.9,2026-01-18 22:00:00
431,-0.0,100,0.0,0.0,0.0,0.0,2.5,0.6,2026-01-18 23:00:00
432,-0.2,100,0.0,0.0,0.0,0.0,1.8,0.5,2026-01-19 00:00:00
433,-0.2,100,0.0,0.0,0.0,0.0,2.7,0.8,2026-01-19 01:00:00
434,-0.3,100,0.0,0.0,0.0,0.0,2.4,0.4,2026-01-19 02:00:00
435,0.5,100,0.0,0.0,0.0,0.0,4.4,0.3,2026-01-19 03:00:00
436,1.1,100,0.0,0.0,0.0,0.0,6.5,0.5,2026-01-19 04:00:00
437,1.3,100,0.0,0.0,0.0,0.0,5.4,0.4,2026-01-19 05:00:00
438,1.2,99,0.0,0.0,0.0,0.0,6.3,1.1,2026-01-19 06:00:00
439,0.5,100,0.0,0.0,0.0,0.0,4.5,1.1,2026-01-19 07:00:00
440,0.6,99,0.0,0.0,0.0,0.0,3.9,0.8,2026-01-19 08:00:00
441,-0.1,100,10.0,0.0,0.0,10.0,2.5,0.2,2026-01-19 09:00:00
442,0.2,92,37.0,0.0,0.0,37.0,2.6,0.3,2026-01-19 10:00:00
443,1.0,100,144.0,33.0,102.5,111.0,2.5,0.2,2026-01-19 11:00:00
444,1.6,99,232.0,66.0,157.6,166.0,4.2,0.0,2026-01-19 12:00:00
445,2.0,98,233.0,42.0,89.1,191.0,4.3,0.1,2026-01-19 13:00:00
446,2.1,99,207.0,22.0,46.1,185.0,4.4,0.0,2026-01-19 14:00:00
447,3.4,63,213.0,40.0,92.2,173.0,5.0,0.0,2026-01-19 15:00:00
448,2.1,66,241.0,109.0,314.8,132.0,4.4,0.0,2026-01-19 16:00:00
449,1.7,95,98.0,19.0,86.6,79.0,4.0,0.3,2026-01-19 17:00:00
450,1.3,90,17.0,1.0,11.0,16.0,2.4,0.0,2026-01-19 18:00:00
451,1.0,45,0.0,0.0,0.0,0.0,3.4,0.1,2026-01-19 19:00:00
452,-1.1,100,0.0,0.0,0.0,0.0,2.3,0.1,2026-01-19 20:00:00
453,0.8,100,0.0,0.0,0.0,0.0,3.4,0.0,2026-01-19 21:00:00
454,1.5,100,0.0,0.0,0.0,0.0,0.9,0.1,2026-01-19 22:00:00
455,1.5,100,0.0,0.0,0.0,0.0,1.4,0.5,2026-01-19 23:00:00
456,1.3,100,0.0,0.0,0.0,0.0,1.8,0.2,2026-01-20 00:00:00
457,1.2,100,0.0,0.0,0.0,0.0,4.4,0.3,2026-01-20 01:00:00
458,1.3,100,0.0,0.0,0.0,0.0,4.9,0.2,2026-01-20 02:00:00
459,1.3,100,0.0,0.0,0.0,0.0,4.5,0.3,2026-01-20 03:00:00
460,1.4,100,0.0,0.0,0.0,0.0,3.5,0.2,2026-01-20 04:00:00
461,1.4,100,0.0,0.0,0.0,0.0,4.3,0.3,2026-01-20 05:00:00
462,1.4,100,0.0,0.0,0.0,0.0,4.5,0.4,2026-01-20 06:00:00
463,1.6,100,0.0,0.0,0.0,0.0,4.2,0.2,2026-01-20 07:00:00
464,1.5,99,0.0,0.0,0.0,0.0,2.4,0.1,2026-01-20 08:00:00
465,2.0,98,7.0,1.0,13.5,6.0,2.4,0.0,2026-01-20 09:00:00
466,2.9,95,60.0,5.0,26.3,55.0,2.9,0.1,2026-01-20 10:00:00
467,3.8,83,131.0,15.0,46.2,116.0,3.4,0.1,2026-01-20 11:00:00
468,4.3,56,206.0,66.0,156.6,140.0,4.0,0.2,2026-01-20 12:00:00
469,4.6,100,230.0,75.0,158.0,155.0,3.0,0.1,2026-01-20 13:00:00
470,5.0,100,232.0,63.0,131.2,169.0,1.9,0.1,2026-01-20 14:00:00
471,6.0,98,233.0,81.0,185.1,152.0,2.9,0.0,2026-01-20 15:00:00
472,6.1,55,244.0,129.0,368.8,115.0,2.4,0.0,2026-01-20 16:00:00
473,5.6,35,149.0,80.0,358.7,69.0,3.8,0.0,2026-01-20 17:00:00
474,3.9,35,33.0,13.0,140.2,20.0,4.1,0.0,2026-01-20 18:00:00
475,2.7,78,0.0,0.0,0.0,0.0,3.8,0.0,2026-01-20 19:00:00
476,1.8,16,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-20 20:00:00
477,2.0,18,0.0,0.0,0.0,0.0,1.9,0.0,2026-01-20 21:00:00
478,0.7,8,0.0,0.0,0.0,0.0,2.7,0.0,2026-01-20 22:00:00
479,-0.6,22,0.0,0.0,0.0,0.0,2.3,0.0,2026-01-20 23:00:00
480,-1.8,27,0.0,0.0,0.0,0.0,2.8,0.0,2026-01-21 00:00:00
481,-2.4,23,0.0,0.0,0.0,0.0,2.7,0.0,2026-01-21 01:00:00
482,-3.0,23,0.0,0.0,0.0,0.0,1.7,0.0,2026-01-21 02:00:00
483,-3.9,30,0.0,0.0,0.0,0.0,0.7,0.0,2026-01-21 03:00:00
484,-4.1,61,0.0,0.0,0.0,0.0,1.7,0.0,2026-01-21 04:00:00
485,-4.2,76,0.0,0.0,0.0,0.0,3.0,0.0,2026-01-21 05:00:00
486,-3.7,22,0.0,0.0,0.0,0.0,3.9,0.0,2026-01-21 06:00:00
487,-3.4,49,0.0,0.0,0.0,0.0,1.9,0.0,2026-01-21 07:00:00
488,-3.5,34,0.0,0.0,0.0,0.0,1.6,0.0,2026-01-21 08:00:00
489,-3.1,89,20.0,8.0,106.5,12.0,2.4,0.0,2026-01-21 09:00:00
490,-0.1,98,151.0,96.0,499.4,55.0,3.2,0.0,2026-01-21 10:00:00
491,3.6,99,300.0,222.0,678.8,78.0,3.2,0.0,2026-01-21 11:00:00
492,6.6,100,397.0,279.0,657.3,118.0,3.5,0.0,2026-01-21 12:00:00
493,8.4,100,398.0,197.0,412.3,201.0,5.1,0.0,2026-01-21 13:00:00
494,9.6,100,433.0,263.0,544.0,170.0,6.0,0.0,2026-01-21 14:00:00
495,9.5,100,327.0,110.0,249.4,217.0,5.4,0.0,2026-01-21 15:00:00
496,8.9,100,160.0,14.0,39.6,146.0,3.1,0.0,2026-01-21 16:00:00
497,7.4,100,91.0,4.0,17.6,87.0,3.6,0.0,2026-01-21 17:00:00
498,5.4,100,19.0,0.0,0.0,19.0,4.3,0.0,2026-01-21 18:00:00
499,4.0,100,0.0,0.0,0.0,0.0,4.2,0.0,2026-01-21 19:00:00
500,3.2,100,0.0,0.0,0.0,0.0,3.3,0.0,2026-01-21 20:00:00
501,3.4,100,0.0,0.0,0.0,0.0,2.5,0.0,2026-01-21 21:00:00
502,3.8,100,0.0,0.0,0.0,0.0,2.3,0.0,2026-01-21 22:00:00
503,3.9,99,0.0,0.0,0.0,0.0,3.7,0.0,2026-01-21 23:00:00
504,2.9,100,0.0,0.0,0.0,0.0,3.9,0.0,2026-01-22 00:00:00
505,3.1,100,0.0,0.0,0.0,0.0,3.9,0.0,2026-01-22 01:00:00
506,2.5,100,0.0,0.0,0.0,0.0,2.4,0.0,2026-01-22 02:00:00
507,2.9,100,0.0,0.0,0.0,0.0,2.2,0.0,2026-01-22 03:00:00
508,3.2,100,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-22 04:00:00
509,3.4,100,0.0,0.0,0.0,0.0,4.3,0.0,2026-01-22 05:00:00
510,3.4,94,0.0,0.0,0.0,0.0,3.2,0.0,2026-01-22 06:00:00
511,3.8,94,0.0,0.0,0.0,0.0,4.7,0.0,2026-01-22 07:00:00
512,3.3,100,0.0,0.0,0.0,0.0,5.0,0.0,2026-01-22 08:00:00
513,3.6,100,10.0,1.0,13.1,9.0,4.7,0.0,2026-01-22 09:00:00
514,5.7,100,117.0,39.0,200.5,78.0,6.4,0.0,2026-01-22 10:00:00
515,8.0,100,223.0,76.0,230.5,147.0,6.3,0.0,2026-01-22 11:00:00
516,10.2,100,267.0,65.0,152.1,202.0,8.2,0.0,2026-01-22 12:00:00
517,11.6,100,253.0,41.0,85.2,212.0,4.4,0.1,2026-01-22 13:00:00
518,8.3,100,133.0,0.0,0.0,133.0,10.2,4.3,2026-01-22 14:00:00
519,11.6,81,221.0,44.0,99.0,177.0,9.6,0.0,2026-01-22 15:00:00
520,12.0,100,229.0,96.0,268.8,133.0,6.2,0.0,2026-01-22 16:00:00
521,10.4,100,124.0,27.0,117.3,97.0,5.8,0.0,2026-01-22 17:00:00
522,7.8,100,29.0,2.0,20.7,27.0,4.7,0.0,2026-01-22 18:00:00
523,6.3,100,0.0,0.0,0.0,0.0,2.7,0.0,2026-01-22 19:00:00
524,5.5,98,0.0,0.0,0.0,0.0,3.7,0.0,2026-01-22 20:00:00
525,4.4,100,0.0,0.0,0.0,0.0,2.4,0.0,2026-01-22 21:00:00
526,4.4,100,0.0,0.0,0.0,0.0,2.7,0.0,2026-01-22 22:00:00
527,3.9,100,0.0,0.0,0.0,0.0,2.5,0.0,2026-01-22 23:00:00
528,3.7,100,0.0,0.0,0.0,0.0,2.4,0.0,2026-01-23 00:00:00
529,4.0,98,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-23 01:00:00
530,3.8,88,0.0,0.0,0.0,0.0,3.4,0.0,2026-01-23 02:00:00
531,5.5,99,0.0,0.0,0.0,0.0,2.2,0.0,2026-01-23 03:00:00
532,6.1,66,0.0,0.0,0.0,0.0,2.1,0.0,2026-01-23 04:00:00
533,4.7,47,0.0,0.0,0.0,0.0,1.7,0.0,2026-01-23 05:00:00
534,4.4,80,0.0,0.0,0.0,0.0,2.4,0.0,2026-01-23 06:00:00
535,4.7,95,0.0,0.0,0.0,0.0,0.6,0.0,2026-01-23 07:00:00
536,4.8,100,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-23 08:00:00
537,5.8,100,14.0,0.0,0.0,14.0,1.5,0.0,2026-01-23 09:00:00
538,7.2,100,98.0,16.0,81.3,82.0,0.0,0.0,2026-01-23 10:00:00
539,8.6,100,176.0,29.0,87.2,147.0,4.1,0.0,2026-01-23 11:00:00
540,11.0,100,358.0,206.0,478.6,152.0,2.4,0.0,2026-01-23 12:00:00
541,12.2,100,312.0,91.0,187.9,221.0,1.6,0.0,2026-01-23 13:00:00
542,12.8,98,225.0,30.0,61.2,195.0,1.7,0.0,2026-01-23 14:00:00
543,13.6,83,186.0,13.0,29.0,173.0,1.5,0.0,2026-01-23 15:00:00
544,13.5,100,139.0,19.0,52.7,120.0,2.1,0.0,2026-01-23 16:00:00
545,11.4,98,27.0,0.0,0.0,27.0,2.3,0.0,2026-01-23 17:00:00
546,10.3,99,12.0,0.0,0.0,12.0,0.5,0.0,2026-01-23 18:00:00
547,8.8,100,0.0,0.0,0.0,0.0,2.2,0.0,2026-01-23 19:00:00
548,7.5,100,0.0,0.0,0.0,0.0,3.5,0.4,2026-01-23 20:00:00
549,7.6,100,0.0,0.0,0.0,0.0,1.8,0.2,2026-01-23 21:00:00
550,8.0,88,0.0,0.0,0.0,0.0,2.1,0.1,2026-01-23 22:00:00
551,7.3,100,0.0,0.0,0.0,0.0,1.5,0.1,2026-01-23 23:00:00
552,7.4,99,0.0,0.0,0.0,0.0,1.8,0.0,2026-01-24 00:00:00
553,7.4,87,0.0,0.0,0.0,0.0,1.3,0.1,2026-01-24 01:00:00
554,7.1,100,0.0,0.0,0.0,0.0,0.8,0.1,2026-01-24 02:00:00
555,6.4,28,0.0,0.0,0.0,0.0,1.0,0.0,2026-01-24 03:00:00
556,6.3,56,0.0,0.0,0.0,0.0,0.2,0.0,2026-01-24 04:00:00
557,6.4,23,0.0,0.0,0.0,0.0,0.4,0.0,2026-01-24 05:00:00
558,4.3,99,0.0,0.0,0.0,0.0,0.8,0.0,2026-01-24 06:00:00
559,3.8,100,0.0,0.0,0.0,0.0,0.9,0.0,2026-01-24 07:00:00
560,3.4,100,0.0,0.0,0.0,0.0,0.8,0.0,2026-01-24 08:00:00
561,4.1,99,20.0,5.0,63.5,15.0,1.5,0.0,2026-01-24 09:00:00
562,6.0,100,112.0,40.0,200.6,72.0,1.4,0.0,2026-01-24 10:00:00
563,7.5,92,238.0,109.0,325.1,129.0,2.7,0.0,2026-01-24 11:00:00
564,9.5,11,327.0,192.0,442.8,135.0,3.6,0.0,2026-01-24 12:00:00
565,11.2,7,411.0,275.0,563.8,136.0,3.4,0.0,2026-01-24 13:00:00
566,12.9,44,424.0,291.0,589.0,133.0,2.9,0.0,2026-01-24 14:00:00
567,13.5,45,398.0,286.0,632.7,112.0,2.7,0.0,2026-01-24 15:00:00
568,13.3,32,176.0,52.0,142.6,124.0,2.8,0.0,2026-01-24 16:00:00
569,12.5,41,143.0,78.0,328.1,65.0,2.2,0.0,2026-01-24 17:00:00
570,10.5,66,31.0,13.0,129.5,18.0,4.5,0.0,2026-01-24 18:00:00
571,9.7,97,0.0,0.0,0.0,0.0,4.7,0.0,2026-01-24 19:00:00
572,9.0,100,0.0,0.0,0.0,0.0,3.1,0.0,2026-01-24 20:00:00
573,9.6,100,0.0,0.0,0.0,0.0,1.7,0.0,2026-01-24 21:00:00
574,9.4,100,0.0,0.0,0.0,0.0,1.7,0.0,2026-01-24 22:00:00
575,8.9,100,0.0,0.0,0.0,0.0,2.1,0.0,2026-01-24 23:00:00
576,8.5,100,0.0,0.0,0.0,0.0,2.3,0.0,2026-01-25 00:00:00
577,7.9,98,0.0,0.0,0.0,0.0,3.5,0.0,2026-01-25 01:00:00
578,7.2,100,0.0,0.0,0.0,0.0,2.3,0.0,2026-01-25 02:00:00
579,7.5,95,0.0,0.0,0.0,0.0,2.6,0.0,2026-01-25 03:00:00
580,7.0,98,0.0,0.0,0.0,0.0,4.4,1.1,2026-01-25 04:00:00
581,6.8,79,0.0,0.0,0.0,0.0,3.0,0.0,2026-01-25 05:00:00
582,6.3,44,0.0,0.0,0.0,0.0,2.7,0.0,2026-01-25 06:00:00
583,5.6,31,0.0,0.0,0.0,0.0,0.4,0.0,2026-01-25 07:00:00
584,5.1,25,0.0,0.0,0.0,0.0,0.7,0.0,2026-01-25 08:00:00
585,6.2,24,20.0,5.0,62.5,15.0,1.7,0.0,2026-01-25 09:00:00
586,8.1,31,122.0,48.0,237.5,74.0,2.7,0.0,2026-01-25 10:00:00
587,10.4,38,238.0,125.0,369.6,113.0,2.7,0.0,2026-01-25 11:00:00
588,13.2,95,342.0,201.0,460.1,141.0,2.5,0.0,2026-01-25 12:00:00
589,15.4,69,383.0,232.0,472.2,151.0,2.5,0.0,2026-01-25 13:00:00
590,16.6,37,379.0,214.0,429.9,165.0,0.8,0.0,2026-01-25 14:00:00
591,16.7,48,365.0,233.0,511.1,132.0,1.2,0.0,2026-01-25 15:00:00
592,16.8,66,297.0,203.0,550.8,94.0,3.8,0.0,2026-01-25 16:00:00
593,15.8,99,179.0,106.0,438.7,73.0,3.3,0.0,2026-01-25 17:00:00
594,14.6,99,43.0,15.0,146.5,28.0,1.0,0.0,2026-01-25 18:00:00
595,12.2,86,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-25 19:00:00
596,9.6,34,0.0,0.0,0.0,0.0,4.4,0.0,2026-01-25 20:00:00
597,9.3,91,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-25 21:00:00
598,8.7,69,0.0,0.0,0.0,0.0,4.0,0.0,2026-01-25 22:00:00
599,8.2,89,0.0,0.0,0.0,0.0,2.8,0.0,2026-01-25 23:00:00
600,7.5,99,0.0,0.0,0.0,0.0,2.3,0.0,2026-01-26 00:00:00
601,7.3,100,0.0,0.0,0.0,0.0,2.2,0.0,2026-01-26 01:00:00
602,7.2,100,0.0,0.0,0.0,0.0,1.5,0.0,2026-01-26 02:00:00
603,7.4,100,0.0,0.0,0.0,0.0,1.0,0.0,2026-01-26 03:00:00
604,7.5,100,0.0,0.0,0.0,0.0,1.1,0.0,2026-01-26 04:00:00
605,7.1,99,0.0,0.0,0.0,0.0,1.3,0.0,2026-01-26 05:00:00
606,6.9,97,0.0,0.0,0.0,0.0,1.0,0.0,2026-01-26 06:00:00
607,6.8,93,0.0,0.0,0.0,0.0,1.1,0.0,2026-01-26 07:00:00
608,6.9,95,0.0,0.0,0.0,0.0,1.0,0.0,2026-01-26 08:00:00
609,7.3,90,22.0,6.0,73.7,16.0,1.3,0.0,2026-01-26 09:00:00
610,9.2,85,114.0,24.0,117.1,90.0,2.5,0.0,2026-01-26 10:00:00
611,12.2,74,257.0,136.0,398.4,121.0,2.6,0.0,2026-01-26 11:00:00
612,15.3,95,366.0,202.0,458.8,164.0,4.1,0.0,2026-01-26 12:00:00
613,17.2,95,430.0,263.0,531.4,167.0,6.2,0.0,2026-01-26 13:00:00
614,17.9,98,436.0,272.0,542.2,164.0,7.7,0.0,2026-01-26 14:00:00
615,17.8,98,298.0,88.0,191.4,210.0,7.7,0.0,2026-01-26 15:00:00
