,temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation,time
2669,10.5,100,0.0,0.0,0.0,0.0,6.2,0.1,2026-04-22 05:00:00
2670,10.4,100,0.0,0.0,0.0,0.0,5.6,1.0,2026-04-22 06:00:00
2671,10.2,100,4.0,0.0,0.0,4.0,5.5,1.5,2026-04-22 07:00:00
2672,10.1,100,12.0,0.0,0.0,12.0,3.1,2.7,2026-04-22 08:00:00
2673,10.7,99,107.0,26.0,59.4,81.0,2.7,1.6,2026-04-22 09:00:00
2674,10.9,100,63.0,0.0,0.0,63.0,6.7,0.2,2026-04-22 10:00:00
2675,11.0,100,88.0,0.0,0.0,88.0,6.1,0.2,2026-04-22 11:00:00
2676,10.9,100,101.0,0.0,0.0,101.0,6.4,0.4,2026-04-22 12:00:00
2677,10.9,100,153.0,4.0,4.6,149.0,7.6,0.2,2026-04-22 13:00:00
2678,11.0,100,225.0,16.0,18.5,209.0,10.4,0.2,2026-04-22 14:00:00
2679,9.3,100,84.0,0.0,0.0,84.0,12.1,1.3,2026-04-22 15:00:00
2680,8.8,100,66.0,0.0,0.0,66.0,8.3,1.0,2026-04-22 16:00:00
2681,8.5,100,69.0,0.0,0.0,69.0,4.8,2.0,2026-04-22 17:00:00
2682,8.1,100,28.0,0.0,0.0,28.0,4.4,1.8,2026-04-22 18:00:00
2683,8.0,62,40.0,2.0,9.2,38.0,3.3,0.3,2026-04-22 19:00:00
2684,6.9,93,13.0,2.0,25.2,11.0,2.9,0.0,2026-04-22 20:00:00
2685,7.4,92,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-22 21:00:00
2686,6.7,98,0.0,0.0,0.0,0.0,1.7,0.0,2026-04-22 22:00:00
2687,6.9,100,0.0,0.0,0.0,0.0,2.5,0.0,2026-04-22 23:00:00
2688,6.8,97,0.0,0.0,0.0,0.0,1.0,0.0,2026-04-23 00:00:00
2689,6.6,100,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-23 01:00:00
2690,6.6,100,0.0,0.0,0.0,0.0,2.6,0.1,2026-04-23 02:00:00
2691,6.8,100,0.0,0.0,0.0,0.0,1.5,0.2,2026-04-23 03:00:00
2692,6.8,100,0.0,0.0,0.0,0.0,1.3,0.4,2026-04-23 04:00:00
2693,6.7,100,0.0,0.0,0.0,0.0,4.6,0.1,2026-04-23 05:00:00
2694,6.5,100,0.0,0.0,0.0,0.0,2.7,0.0,2026-04-23 06:00:00
2695,6.9,100,8.0,0.0,0.0,8.0,2.1,0.2,2026-04-23 07:00:00
2696,7.4,100,37.0,0.0,0.0,37.0,3.0,0.3,2026-04-23 08:00:00
2697,8.5,100,110.0,2.0,4.5,108.0,3.1,0.3,2026-04-23 09:00:00
2698,9.5,100,248.0,25.0,41.3,223.0,4.0,0.5,2026-04-23 10:00:00
2699,10.4,100,344.0,88.0,119.2,256.0,3.2,0.5,2026-04-23 11:00:00
2700,11.2,100,354.0,111.0,133.8,243.0,2.2,0.3,2026-04-23 12:00:00
2701,11.6,100,436.0,165.0,188.7,271.0,2.8,0.3,2026-04-23 13:00:00
2702,12.0,100,466.0,194.0,223.1,272.0,4.0,0.2,2026-04-23 14:00:00
2703,11.9,30,582.0,394.0,483.4,188.0,6.9,0.1,2026-04-23 15:00:00
2704,12.3,25,513.0,336.0,470.1,177.0,5.5,0.0,2026-04-23 16:00:00
2705,12.3,20,384.0,229.0,398.0,155.0,3.6,0.0,2026-04-23 17:00:00
2706,12.0,21,222.0,92.0,226.2,130.0,1.7,0.0,2026-04-23 18:00:00
2707,11.1,28,138.0,67.0,304.4,71.0,3.6,0.0,2026-04-23 19:00:00
2708,9.0,30,18.0,5.0,61.7,13.0,2.5,0.0,2026-04-23 20:00:00
2709,8.5,1,0.0,0.0,0.0,0.0,0.2,0.0,2026-04-23 21:00:00
2710,7.7,5,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-23 22:00:00
2711,6.3,4,0.0,0.0,0.0,0.0,1.9,0.0,2026-04-23 23:00:00
2712,5.1,20,0.0,0.0,0.0,0.0,2.1,0.0,2026-04-24 00:00:00
2713,4.2,27,0.0,0.0,0.0,0.0,2.9,0.0,2026-04-24 01:00:00
2714,3.3,98,0.0,0.0,0.0,0.0,3.1,0.0,2026-04-24 02:00:00
2715,2.6,98,0.0,0.0,0.0,0.0,2.2,0.0,2026-04-24 03:00:00
2716,2.7,89,0.0,0.0,0.0,0.0,3.6,0.0,2026-04-24 04:00:00
2717,2.5,53,0.0,0.0,0.0,0.0,3.7,0.0,2026-04-24 05:00:00
2718,2.4,23,0.0,0.0,0.0,0.0,3.8,0.0,2026-04-24 06:00:00
2719,3.4,11,37.0,13.0,127.8,24.0,5.4,0.0,2026-04-24 07:00:00
2720,6.5,5,190.0,111.0,424.4,79.0,3.8,0.0,2026-04-24 08:00:00
2721,9.8,2,387.0,276.0,619.3,111.0,3.5,0.0,2026-04-24 09:00:00
2722,12.6,0,577.0,451.0,740.2,126.0,3.5,0.0,2026-04-24 10:00:00
2723,14.5,0,734.0,597.0,805.4,137.0,1.6,0.0,2026-04-24 11:00:00
2724,15.6,0,847.0,703.0,844.2,144.0,3.0,0.0,2026-04-24 12:00:00
2725,16.7,16,854.0,669.0,762.5,185.0,2.8,0.0,2026-04-24 13:00:00
2726,17.6,30,813.0,624.0,715.4,189.0,2.1,0.0,2026-04-24 14:00:00
2727,17.5,40,784.0,625.0,764.4,159.0,8.0,0.1,2026-04-24 15:00:00
2728,17.2,43,652.0,490.0,683.1,162.0,6.8,0.1,2026-04-24 16:00:00
2729,16.7,28,433.0,248.0,429.0,185.0,6.1,0.0,2026-04-24 17:00:00
2730,16.1,11,306.0,196.0,478.6,110.0,6.1,0.0,2026-04-24 18:00:00
2731,14.5,51,149.0,80.0,358.5,69.0,3.4,0.0,2026-04-24 19:00:00
2732,12.5,12,19.0,4.0,48.5,15.0,1.5,0.0,2026-04-24 20:00:00
2733,11.8,11,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-24 21:00:00
2734,10.6,2,0.0,0.0,0.0,0.0,2.7,0.0,2026-04-24 22:00:00
2735,9.0,2,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-24 23:00:00
2736,7.8,0,0.0,0.0,0.0,0.0,1.1,0.0,2026-04-25 00:00:00
2737,6.8,34,0.0,0.0,0.0,0.0,1.5,0.0,2026-04-25 01:00:00
2738,6.3,30,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-25 02:00:00
2739,6.0,2,0.0,0.0,0.0,0.0,1.2,0.0,2026-04-25 03:00:00
2740,5.4,41,0.0,0.0,0.0,0.0,2.2,0.0,2026-04-25 04:00:00
2741,5.0,93,0.0,0.0,0.0,0.0,1.4,0.0,2026-04-25 05:00:00
2742,4.7,98,0.0,0.0,0.0,0.0,1.4,0.0,2026-04-25 06:00:00
2743,5.8,99,38.0,11.0,106.0,27.0,1.1,0.0,2026-04-25 07:00:00
2744,7.5,97,192.0,108.0,406.5,84.0,2.3,0.0,2026-04-25 08:00:00
2745,10.1,92,389.0,275.0,611.9,114.0,2.3,0.0,2026-04-25 09:00:00
2746,14.0,97,574.0,437.0,713.2,137.0,3.4,0.0,2026-04-25 10:00:00
2747,16.8,100,719.0,541.0,726.7,178.0,3.5,0.0,2026-04-25 11:00:00
2748,18.6,100,835.0,663.0,793.3,172.0,4.5,0.0,2026-04-25 12:00:00
2749,19.6,92,887.0,706.0,802.1,181.0,5.8,0.0,2026-04-25 13:00:00
2750,20.1,76,882.0,725.0,828.7,157.0,7.0,0.0,2026-04-25 14:00:00
2751,20.3,78,814.0,663.0,808.4,151.0,7.9,0.0,2026-04-25 15:00:00
2752,20.1,49,693.0,550.0,764.1,143.0,6.2,0.0,2026-04-25 16:00:00
2753,19.7,5,535.0,412.0,709.5,123.0,5.1,0.0,2026-04-25 17:00:00
2754,19.0,2,342.0,240.0,582.1,102.0,4.3,0.0,2026-04-25 18:00:00
2755,17.9,0,154.0,85.0,375.9,69.0,1.3,0.0,2026-04-25 19:00:00
2756,15.6,0,21.0,6.0,71.4,15.0,0.9,0.0,2026-04-25 20:00:00
2757,13.8,0,0.0,0.0,0.0,0.0,1.1,0.0,2026-04-25 21:00:00
2758,13.2,0,0.0,0.0,0.0,0.0,0.4,0.0,2026-04-25 22:00:00
2759,12.0,0,0.0,0.0,0.0,0.0,1.1,0.0,2026-04-25 23:00:00
2760,11.2,0,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-26 00:00:00
2761,10.4,0,0.0,0.0,0.0,0.0,1.2,0.0,2026-04-26 01:00:00
2762,9.9,0,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-26 02:00:00
2763,9.2,0,0.0,0.0,0.0,0.0,0.5,0.0,2026-04-26 03:00:00
2764,8.6,0,0.0,0.0,0.0,0.0,1.0,0.0,2026-04-26 04:00:00
2765,8.3,0,0.0,0.0,0.0,0.0,0.6,0.0,2026-04-26 05:00:00
2766,7.9,0,0.0,0.0,0.0,0.0,1.5,0.0,2026-04-26 06:00:00
2767,8.4,0,41.0,15.0,141.7,26.0,3.2,0.0,2026-04-26 07:00:00
2768,10.4,0,194.0,116.0,430.1,78.0,2.2,0.0,2026-04-26 08:00:00
2769,12.7,0,385.0,278.0,613.5,107.0,1.3,0.0,2026-04-26 09:00:00
2770,16.1,0,569.0,443.0,718.9,126.0,1.5,0.0,2026-04-26 10:00:00
2771,18.7,2,723.0,586.0,783.8,137.0,1.5,0.0,2026-04-26 11:00:00
2772,20.7,5,807.0,653.0,778.7,154.0,3.6,0.0,2026-04-26 12:00:00
2773,21.8,2,852.0,690.0,781.6,162.0,5.6,0.0,2026-04-26 13:00:00
2774,22.6,2,862.0,710.0,809.2,152.0,6.9,0.0,2026-04-26 14:00:00
2775,22.9,2,815.0,672.0,816.9,143.0,9.8,0.0,2026-04-26 15:00:00
2776,22.5,1,698.0,562.0,778.1,136.0,8.5,0.0,2026-04-26 16:00:00
2777,22.2,1,537.0,416.0,713.2,121.0,5.9,0.0,2026-04-26 17:00:00
2778,21.3,0,348.0,247.0,595.1,101.0,7.0,0.0,2026-04-26 18:00:00
2779,19.3,0,158.0,89.0,388.5,69.0,3.1,0.0,2026-04-26 19:00:00
2780,17.6,0,22.0,7.0,81.9,15.0,0.2,0.0,2026-04-26 20:00:00
2781,16.6,0,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-26 21:00:00
2782,15.8,0,0.0,0.0,0.0,0.0,0.6,0.0,2026-04-26 22:00:00
2783,13.9,0,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-26 23:00:00
2784,12.4,0,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-27 00:00:00
2785,11.3,0,0.0,0.0,0.0,0.0,2.7,0.0,2026-04-27 01:00:00
2786,10.8,3,0.0,0.0,0.0,0.0,4.3,0.0,2026-04-27 02:00:00
2787,11.0,52,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-27 03:00:00
2788,11.3,46,0.0,0.0,0.0,0.0,1.0,0.0,2026-04-27 04:00:00
2789,10.8,30,0.0,0.0,0.0,0.0,4.2,0.0,2026-04-27 05:00:00
2790,9.9,94,0.0,0.0,0.0,0.0,8.2,0.0,2026-04-27 06:00:00
2791,10.3,62,32.0,8.0,74.2,24.0,7.4,0.0,2026-04-27 07:00:00
2792,11.5,76,160.0,69.0,252.2,91.0,7.6,0.0,2026-04-27 08:00:00
2793,12.2,95,247.0,89.0,194.8,158.0,7.8,0.0,2026-04-27 09:00:00
2794,13.1,100,418.0,227.0,366.4,191.0,7.7,0.0,2026-04-27 10:00:00
2795,13.7,100,406.0,147.0,195.8,259.0,7.6,0.0,2026-04-27 11:00:00
2796,14.6,100,500.0,186.0,221.1,314.0,6.3,0.0,2026-04-27 12:00:00
2797,15.0,98,526.0,204.0,230.4,322.0,7.9,0.0,2026-04-27 13:00:00
2798,14.8,98,524.0,189.0,214.8,335.0,10.8,0.0,2026-04-27 14:00:00
2799,14.7,40,457.0,169.0,204.8,288.0,12.6,0.0,2026-04-27 15:00:00
2800,13.8,71,424.0,170.0,234.6,254.0,11.2,0.0,2026-04-27 16:00:00
2801,13.3,31,345.0,148.0,252.6,197.0,9.5,0.0,2026-04-27 17:00:00
2802,12.5,32,245.0,106.0,253.7,139.0,7.9,0.0,2026-04-27 18:00:00
2803,11.5,13,142.0,62.0,267.2,80.0,6.0,0.0,2026-04-27 19:00:00
2804,10.1,2,22.0,6.0,69.0,16.0,3.6,0.0,2026-04-27 20:00:00
2805,9.6,0,0.0,0.0,0.0,0.0,2.5,0.0,2026-04-27 21:00:00
2806,8.9,0,0.0,0.0,0.0,0.0,3.3,0.0,2026-04-27 22:00:00
2807,8.1,0,0.0,0.0,0.0,0.0,2.7,0.0,2026-04-27 23:00:00
2808,7.6,0,0.0,0.0,0.0,0.0,1.3,0.0,2026-04-28 00:00:00
2809,7.0,0,0.0,0.0,0.0,0.0,0.8,0.0,2026-04-28 01:00:00
2810,6.3,2,0.0,0.0,0.0,0.0,0.8,0.0,2026-04-28 02:00:00
2811,5.2,2,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-28 03:00:00
2812,5.0,3,0.0,0.0,0.0,0.0,1.0,0.0,2026-04-28 04:00:00
2813,4.8,2,0.0,0.0,0.0,0.0,0.7,0.0,2026-04-28 05:00:00
2814,4.4,2,0.0,0.0,0.0,0.0,0.9,0.0,2026-04-28 06:00:00
2815,5.3,2,47.0,19.0,173.1,28.0,2.6,0.0,2026-04-28 07:00:00
2816,6.8,1,209.0,128.0,461.4,81.0,1.1,0.0,2026-04-28 08:00:00
2817,8.6,6,405.0,296.0,643.0,109.0,2.2,0.0,2026-04-28 09:00:00
2818,11.1,7,593.0,466.0,748.3,127.0,2.3,0.0,2026-04-28 10:00:00
2819,13.0,12,748.0,610.0,809.4,138.0,2.0,0.0,2026-04-28 11:00:00
2820,14.5,10,853.0,704.0,834.0,149.0,2.4,0.0,2026-04-28 12:00:00
2821,15.4,10,906.0,752.0,846.9,154.0,4.8,0.0,2026-04-28 13:00:00
2822,15.7,13,898.0,745.0,844.4,153.0,7.0,0.0,2026-04-28 14:00:00
2823,15.9,4,816.0,658.0,795.2,158.0,8.3,0.0,2026-04-28 15:00:00
2824,15.3,5,671.0,476.0,654.6,195.0,11.2,0.0,2026-04-28 16:00:00
2825,14.3,3,533.0,396.0,673.1,137.0,9.6,0.0,2026-04-28 17:00:00
2826,13.3,3,353.0,248.0,589.9,105.0,5.9,0.0,2026-04-28 18:00:00
2827,12.2,2,166.0,94.0,400.2,72.0,6.0,0.0,2026-04-28 19:00:00
2828,10.5,0,25.0,7.0,79.2,18.0,3.6,0.0,2026-04-28 20:00:00
2829,9.5,0,0.0,0.0,0.0,0.0,2.7,0.0,2026-04-28 21:00:00
2830,9.2,2,0.0,0.0,0.0,0.0,3.3,0.0,2026-04-28 22:00:00
2831,8.3,27,0.0,0.0,0.0,0.0,1.7,0.0,2026-04-28 23:00:00
2832,7.6,15,0.0,0.0,0.0,0.0,0.5,0.0,2026-04-29 00:00:00
2833,6.5,99,0.0,0.0,0.0,0.0,0.5,0.0,2026-04-29 01:00:00
2834,5.5,98,0.0,0.0,0.0,0.0,1.5,0.0,2026-04-29 02:00:00
2835,5.2,100,0.0,0.0,0.0,0.0,0.4,0.0,2026-04-29 03:00:00
2836,5.1,100,0.0,0.0,0.0,0.0,0.8,0.0,2026-04-29 04:00:00
2837,4.8,100,0.0,0.0,0.0,0.0,1.2,0.0,2026-04-29 05:00:00
2838,4.8,100,0.0,0.0,0.0,0.0,0.5,0.0,2026-04-29 06:00:00
2839,5.8,100,45.0,14.0,125.4,31.0,1.7,0.0,2026-04-29 07:00:00
2840,7.1,95,185.0,96.0,341.4,89.0,1.6,0.0,2026-04-29 08:00:00
2841,9.1,60,378.0,243.0,523.9,135.0,0.0,0.0,2026-04-29 09:00:00
2842,11.6,96,573.0,429.0,685.4,144.0,0.8,0.0,2026-04-29 10:00:00
2843,13.7,54,703.0,517.0,683.4,186.0,0.2,0.0,2026-04-29 11:00:00
2844,15.5,76,788.0,567.0,669.6,221.0,1.2,0.0,2026-04-29 12:00:00
2845,16.4,43,851.0,631.0,708.6,220.0,4.4,0.0,2026-04-29 13:00:00
2846,17.0,68,862.0,661.0,747.2,201.0,6.9,0.0,2026-04-29 14:00:00
2847,16.8,15,802.0,615.0,741.2,187.0,8.3,0.0,2026-04-29 15:00:00
2848,16.4,22,713.0,573.0,785.4,140.0,8.5,0.0,2026-04-29 16:00:00
2849,15.7,45,551.0,427.0,722.7,124.0,7.2,0.0,2026-04-29 17:00:00
2850,14.9,100,356.0,246.0,581.4,110.0,6.4,0.0,2026-04-29 18:00:00
2851,13.8,100,131.0,31.0,130.4,100.0,6.1,0.0,2026-04-29 19:00:00
2852,12.4,99,20.0,1.0,11.1,19.0,4.6,0.0,2026-04-29 20:00:00
2853,11.5,78,0.0,0.0,0.0,0.0,2.8,0.0,2026-04-29 21:00:00
2854,10.5,27,0.0,0.0,0.0,0.0,3.4,0.0,2026-04-29 22:00:00
2855,9.2,38,0.0,0.0,0.0,0.0,1.0,0.0,2026-04-29 23:00:00
2856,8.5,15,0.0,0.0,0.0,0.0,0.2,0.0,2026-04-30 00:00:00
2857,8.2,23,0.0,0.0,0.0,0.0,0.5,0.0,2026-04-30 01:00:00
2858,8.0,9,0.0,0.0,0.0,0.0,0.2,0.0,2026-04-30 02:00:00
2859,7.7,0,0.0,0.0,0.0,0.0,0.2,0.0,2026-04-30 03:00:00
2860,7.0,2,0.0,0.0,0.0,0.0,0.7,0.0,2026-04-30 04:00:00
2861,6.4,9,0.0,0.0,0.0,0.0,0.2,0.0,2026-04-30 05:00:00
2862,5.8,11,0.0,0.0,0.0,0.0,0.4,0.0,2026-04-30 06:00:00
2863,6.5,26,51.0,20.0,176.3,31.0,2.0,0.0,2026-04-30 07:00:00
2864,8.7,49,211.0,130.0,456.4,81.0,1.5,0.0,2026-04-30 08:00:00
2865,10.9,16,403.0,290.0,620.8,113.0,0.6,0.0,2026-04-30 09:00:00
2866,13.9,16,588.0,459.0,729.7,129.0,2.5,0.0,2026-04-30 10:00:00
2867,16.2,49,741.0,597.0,786.2,144.0,3.4,0.0,2026-04-30 11:00:00
2868,17.8,11,848.0,699.0,823.0,149.0,4.3,0.0,2026-04-30 12:00:00
2869,18.9,5,896.0,743.0,832.2,153.0,5.5,0.0,2026-04-30 13:00:00
2870,19.4,16,888.0,735.0,828.7,153.0,7.0,0.0,2026-04-30 14:00:00
2871,18.3,17,811.0,656.0,788.4,155.0,8.4,0.0,2026-04-30 15:00:00
2872,17.8,9,675.0,519.0,709.2,156.0,8.9,0.0,2026-04-30 16:00:00
2873,16.7,2,527.0,402.0,677.6,125.0,8.6,0.0,2026-04-30 17:00:00
2874,15.3,9,351.0,245.0,575.5,106.0,6.7,0.0,2026-04-30 18:00:00
2875,14.3,2,164.0,92.0,382.3,72.0,5.0,0.0,2026-04-30 19:00:00
2876,12.7,1,27.0,8.0,87.6,19.0,3.5,0.0,2026-04-30 20:00:00
2877,11.7,8,0.0,0.0,0.0,0.0,2.4,0.0,2026-04-30 21:00:00
2878,11.3,3,0.0,0.0,0.0,0.0,2.7,0.0,2026-04-30 22:00:00
2879,10.4,41,0.0,0.0,0.0,0.0,2.7,0.0,2026-04-30 23:00:00
2880,10.0,22,0.0,0.0,0.0,0.0,1.9,0.0,2026-05-01 00:00:00
2881,9.3,33,0.0,0.0,0.0,0.0,2.7,0.0,2026-05-01 01:00:00
2882,9.4,100,0.0,0.0,0.0,0.0,1.5,0.0,2026-05-01 02:00:00
2883,9.8,100,0.0,0.0,0.0,0.0,2.6,0.0,2026-05-01 03:00:00
2884,10.1,100,0.0,0.0,0.0,0.0,6.6,0.0,2026-05-01 04:00:00
2885,10.2,100,0.0,0.0,0.0,0.0,6.6,0.1,2026-05-01 05:00:00
2886,10.5,100,0.0,0.0,0.0,0.0,4.5,0.3,2026-05-01 06:00:00
2887,10.5,100,11.0,0.0,0.0,11.0,4.0,0.8,2026-05-01 07:00:00
2888,10.6,100,26.0,0.0,0.0,26.0,1.0,1.2,2026-05-01 08:00:00
2889,10.6,100,43.0,0.0,0.0,43.0,4.8,1.6,2026-05-01 09:00:00
2890,9.7,100,41.0,0.0,0.0,41.0,10.5,1.9,2026-05-01 10:00:00
2891,9.5,100,58.0,0.0,0.0,58.0,9.0,1.6,2026-05-01 11:00:00
2892,9.4,100,99.0,0.0,0.0,99.0,9.9,2.1,2026-05-01 12:00:00
2893,9.6,100,166.0,3.0,3.4,163.0,9.6,1.9,2026-05-01 13:00:00
2894,9.5,100,156.0,1.0,1.1,155.0,7.1,1.5,2026-05-01 14:00:00
2895,9.9,100,156.0,1.0,1.2,155.0,7.0,1.1,2026-05-01 15:00:00
2896,9.5,100,136.0,0.0,0.0,136.0,8.5,0.9,2026-05-01 16:00:00
2897,9.1,100,101.0,0.0,0.0,101.0,7.3,0.7,2026-05-01 17:00:00
2898,8.9,100,46.0,0.0,0.0,46.0,6.1,0.6,2026-05-01 18:00:00
2899,8.4,100,21.0,0.0,0.0,21.0,4.9,0.6,2026-05-01 19:00:00
2900,8.1,100,3.0,0.0,0.0,3.0,6.0,0.9,2026-05-01 20:00:00
2901,8.0,100,0.0,0.0,0.0,0.0,7.4,0.7,2026-05-01 21:00:00
2902,8.1,100,0.0,0.0,0.0,0.0,8.1,0.3,2026-05-01 22:00:00
2903,7.9,100,0.0,0.0,0.0,0.0,7.4,0.1,2026-05-01 23:00:00
2904,7.8,100,0.0,0.0,0.0,0.0,7.0,0.1,2026-05-02 00:00:00
2905,7.7,100,0.0,0.0,0.0,0.0,5.3,0.0,2026-05-02 01:00:00
2906,7.6,100,0.0,0.0,0.0,0.0,3.9,0.0,2026-05-02 02:00:00
2907,7.1,86,0.0,0.0,0.0,0.0,2.9,0.0,2026-05-02 03:00:00
2908,6.9,84,0.0,0.0,0.0,0.0,3.0,0.0,2026-05-02 04:00:00
2909,6.5,99,0.0,0.0,0.0,0.0,3.5,0.0,2026-05-02 05:00:00
2910,6.4,99,0.0,0.0,0.0,0.0,2.5,0.0,2026-05-02 06:00:00
2911,7.0,100,22.0,2.0,17.1,20.0,3.2,0.0,2026-05-02 07:00:00
2912,7.8,98,82.0,9.0,30.8,73.0,2.2,0.0,2026-05-02 08:00:00
2913,9.0,93,175.0,35.0,73.9,140.0,4.9,0.0,2026-05-02 09:00:00
2914,9.5,100,222.0,43.0,67.7,179.0,7.8,0.0,2026-05-02 10:00:00
2915,9.8,100,215.0,40.0,52.3,175.0,6.2,0.0,2026-05-02 11:00:00
2916,10.2,99,254.0,8.0,9.4,246.0,6.5,0.0,2026-05-02 12:00:00
2917,10.1,100,280.0,28.0,31.2,252.0,7.4,0.1,2026-05-02 13:00:00
2918,9.6,100,151.0,3.0,3.4,148.0,5.7,0.5,2026-05-02 14:00:00
2919,9.4,100,148.0,3.0,3.6,145.0,9.0,0.5,2026-05-02 15:00:00
2920,9.4,100,112.0,1.0,1.4,111.0,6.3,0.2,2026-05-02 16:00:00
2921,9.3,100,58.0,0.0,0.0,58.0,5.9,0.2,2026-05-02 17:00:00
2922,8.9,100,32.0,0.0,0.0,32.0,5.6,0.6,2026-05-02 18:00:00
2923,8.8,100,36.0,0.0,0.0,36.0,4.6,0.5,2026-05-02 19:00:00
2924,8.3,100,9.0,0.0,0.0,9.0,3.4,0.2,2026-05-02 20:00:00
2925,8.2,100,0.0,0.0,0.0,0.0,3.1,0.0,2026-05-02 21:00:00
2926,8.0,99,0.0,0.0,0.0,0.0,3.4,0.0,2026-05-02 22:00:00
2927,8.0,98,0.0,0.0,0.0,0.0,2.7,0.0,2026-05-02 23:00:00
