sira,temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation,time
1148,4.2,2,0.0,0.0,0.0,0.0,3.2,0.0,2019-02-17 20:00:00
1149,4.2,1,0.0,0.0,0.0,0.0,4.4,0.0,2019-02-17 21:00:00
1150,3.7,0,0.0,0.0,0.0,0.0,3.3,0.0,2019-02-17 22:00:00
1151,3.1,0,0.0,0.0,0.0,0.0,0.4,0.0,2019-02-17 23:00:00
1152,2.3,0,0.0,0.0,0.0,0.0,0.5,0.0,2019-02-18 00:00:00
1153,1.6,0,0.0,0.0,0.0,0.0,2.0,0.0,2019-02-18 01:00:00
1154,1.1,0,0.0,0.0,0.0,0.0,2.2,0.0,2019-02-18 02:00:00
1155,-0.1,0,0.0,0.0,0.0,0.0,4.0,0.0,2019-02-18 03:00:00
1156,0.4,1,0.0,0.0,0.0,0.0,1.8,0.0,2019-02-18 04:00:00
1157,0.1,1,0.0,0.0,0.0,0.0,0.7,0.0,2019-02-18 05:00:00
1158,-0.6,1,0.0,0.0,0.0,0.0,0.7,0.0,2019-02-18 06:00:00
1159,-0.9,0,0.0,0.0,0.0,0.0,0.4,0.0,2019-02-18 07:00:00
1160,-0.3,1,1.0,0.0,0.0,1.0,1.1,0.0,2019-02-18 08:00:00
1161,1.7,3,77.0,38.0,302.8,39.0,1.5,0.0,2019-02-18 09:00:00
1162,5.7,1,242.0,161.0,551.3,81.0,1.1,0.0,2019-02-18 10:00:00
1163,8.4,0,403.0,302.0,695.8,101.0,0.5,0.0,2019-02-18 11:00:00
1164,10.5,0,527.0,415.0,772.2,112.0,1.3,0.0,2019-02-18 12:00:00
1165,12.4,0,599.0,480.0,806.5,119.0,2.7,0.0,2019-02-18 13:00:00
1166,13.1,0,609.0,490.0,812.2,119.0,5.6,0.0,2019-02-18 14:00:00
1167,12.8,5,557.0,442.0,787.4,115.0,6.6,0.0,2019-02-18 15:00:00
1168,12.1,0,451.0,346.0,732.9,105.0,7.2,0.0,2019-02-18 16:00:00
1169,10.6,0,299.0,212.0,620.4,87.0,7.2,0.0,2019-02-18 17:00:00
1170,7.3,0,129.0,72.0,402.2,57.0,5.8,0.0,2019-02-18 18:00:00
1171,7.5,0,10.0,3.0,46.9,7.0,3.1,0.0,2019-02-18 19:00:00
1172,6.4,0,0.0,0.0,0.0,0.0,1.0,0.0,2019-02-18 20:00:00
1173,5.3,0,0.0,0.0,0.0,0.0,2.4,0.0,2019-02-18 21:00:00
1174,3.2,0,0.0,0.0,0.0,0.0,2.9,0.0,2019-02-18 22:00:00
1175,1.7,100,0.0,0.0,0.0,0.0,2.3,0.0,2019-02-18 23:00:00
1176,1.0,100,0.0,0.0,0.0,0.0,2.6,0.0,2019-02-19 00:00:00
1177,1.0,89,0.0,0.0,0.0,0.0,2.7,0.0,2019-02-19 01:00:00
1178,1.1,70,0.0,0.0,0.0,0.0,2.7,0.0,2019-02-19 02:00:00
1179,3.3,51,0.0,0.0,0.0,0.0,1.1,0.0,2019-02-19 03:00:00
1180,3.0,2,0.0,0.0,0.0,0.0,1.1,0.0,2019-02-19 04:00:00
1181,2.7,3,0.0,0.0,0.0,0.0,2.2,0.0,2019-02-19 05:00:00
1182,2.6,3,0.0,0.0,0.0,0.0,2.6,0.0,2019-02-19 06:00:00
1183,2.7,4,0.0,0.0,0.0,0.0,1.8,0.0,2019-02-19 07:00:00
1184,2.5,8,1.0,0.0,0.0,1.0,1.5,0.0,2019-02-19 08:00:00
1185,3.4,11,77.0,37.0,289.1,40.0,1.5,0.0,2019-02-19 09:00:00
1186,6.3,5,236.0,153.0,515.4,83.0,1.0,0.0,2019-02-19 10:00:00
1187,8.4,3,401.0,295.0,672.0,106.0,0.8,0.0,2019-02-19 11:00:00
1188,10.3,2,522.0,403.0,743.0,119.0,0.4,0.0,2019-02-19 12:00:00
1189,11.8,1,593.0,470.0,783.1,123.0,1.3,0.0,2019-02-19 13:00:00
1190,12.5,5,597.0,475.0,780.9,122.0,3.9,0.0,2019-02-19 14:00:00
1191,13.0,70,541.0,422.0,745.4,119.0,5.8,0.0,2019-02-19 15:00:00
1192,12.3,11,449.0,342.0,717.4,107.0,7.6,0.0,2019-02-19 16:00:00
1193,10.7,16,298.0,209.0,603.9,89.0,8.7,0.0,2019-02-19 17:00:00
1194,8.0,20,129.0,71.0,387.6,58.0,5.1,0.0,2019-02-19 18:00:00
1195,4.5,6,11.0,3.0,45.5,8.0,6.1,0.0,2019-02-19 19:00:00
1196,6.2,0,0.0,0.0,0.0,0.0,3.6,0.0,2019-02-19 20:00:00
1197,5.4,0,0.0,0.0,0.0,0.0,1.3,0.0,2019-02-19 21:00:00
1198,4.6,0,0.0,0.0,0.0,0.0,1.8,0.0,2019-02-19 22:00:00
1199,3.1,0,0.0,0.0,0.0,0.0,3.2,0.0,2019-02-19 23:00:00
1200,1.9,0,0.0,0.0,0.0,0.0,3.6,0.0,2019-02-20 00:00:00
1201,1.3,0,0.0,0.0,0.0,0.0,3.9,0.0,2019-02-20 01:00:00
1202,1.4,1,0.0,0.0,0.0,0.0,4.6,0.0,2019-02-20 02:00:00
1203,1.3,2,0.0,0.0,0.0,0.0,3.5,0.0,2019-02-20 03:00:00
1204,0.8,1,0.0,0.0,0.0,0.0,2.6,0.0,2019-02-20 04:00:00
1205,0.6,2,0.0,0.0,0.0,0.0,2.2,0.0,2019-02-20 05:00:00
1206,0.2,2,0.0,0.0,0.0,0.0,1.8,0.0,2019-02-20 06:00:00
1207,0.2,2,0.0,0.0,0.0,0.0,1.5,0.0,2019-02-20 07:00:00
1208,0.3,1,2.0,0.0,0.0,2.0,3.1,0.0,2019-02-20 08:00:00
1209,3.1,1,86.0,44.0,337.3,42.0,2.5,0.0,2019-02-20 09:00:00
1210,6.4,0,256.0,175.0,580.1,81.0,1.5,0.0,2019-02-20 10:00:00
1211,10.0,0,420.0,319.0,718.6,101.0,0.8,0.0,2019-02-20 11:00:00
1212,13.0,0,546.0,433.0,791.0,113.0,1.1,0.0,2019-02-20 12:00:00
1213,15.0,0,616.0,498.0,822.9,118.0,3.4,0.0,2019-02-20 13:00:00
1214,16.1,0,625.0,506.0,825.2,119.0,4.8,0.0,2019-02-20 14:00:00
1215,16.5,0,571.0,455.0,797.0,116.0,5.8,0.0,2019-02-20 15:00:00
1216,16.0,0,466.0,361.0,750.0,105.0,5.4,0.0,2019-02-20 16:00:00
1217,14.9,0,314.0,225.0,642.0,89.0,2.5,0.0,2019-02-20 17:00:00
1218,13.6,0,139.0,81.0,432.5,58.0,4.7,0.0,2019-02-20 18:00:00
1219,10.6,0,13.0,4.0,58.8,9.0,2.2,0.0,2019-02-20 19:00:00
1220,8.4,0,0.0,0.0,0.0,0.0,3.9,0.0,2019-02-20 20:00:00
1221,5.3,0,0.0,0.0,0.0,0.0,4.6,0.0,2019-02-20 21:00:00
1222,3.5,6,0.0,0.0,0.0,0.0,4.9,0.0,2019-02-20 22:00:00
1223,2.7,14,0.0,0.0,0.0,0.0,5.8,0.0,2019-02-20 23:00:00
1224,1.9,4,0.0,0.0,0.0,0.0,6.2,0.0,2019-02-21 00:00:00
1225,0.8,6,0.0,0.0,0.0,0.0,6.4,0.0,2019-02-21 01:00:00
1226,0.1,0,0.0,0.0,0.0,0.0,6.1,0.0,2019-02-21 02:00:00
1227,0.8,10,0.0,0.0,0.0,0.0,6.6,0.0,2019-02-21 03:00:00
1228,0.4,24,0.0,0.0,0.0,0.0,7.3,0.0,2019-02-21 04:00:00
1229,2.4,29,0.0,0.0,0.0,0.0,6.5,0.0,2019-02-21 05:00:00
1230,5.1,0,0.0,0.0,0.0,0.0,5.7,0.0,2019-02-21 06:00:00
1231,5.5,1,0.0,0.0,0.0,0.0,4.3,0.0,2019-02-21 07:00:00
1232,5.4,6,2.0,0.0,0.0,2.0,3.9,0.0,2019-02-21 08:00:00
1233,5.6,55,86.0,42.0,310.9,44.0,1.8,0.1,2019-02-21 09:00:00
1234,8.3,85,225.0,131.0,427.3,94.0,3.3,0.1,2019-02-21 10:00:00
1235,10.5,84,347.0,190.0,423.2,157.0,1.9,0.0,2019-02-21 11:00:00
1236,11.3,88,381.0,200.0,362.0,181.0,3.9,0.1,2019-02-21 12:00:00
1237,12.5,93,457.0,238.0,390.1,219.0,5.9,0.0,2019-02-21 13:00:00
1238,12.4,96,444.0,212.0,343.0,232.0,7.9,0.0,2019-02-21 14:00:00
1239,12.0,86,327.0,104.0,180.6,223.0,7.4,0.1,2019-02-21 15:00:00
1240,11.6,70,330.0,169.0,347.8,161.0,5.8,0.0,2019-02-21 16:00:00
1241,10.8,100,213.0,99.0,279.0,114.0,6.8,0.0,2019-02-21 17:00:00
1242,8.5,77,96.0,37.0,193.3,59.0,4.9,0.6,2019-02-21 18:00:00
1243,5.0,100,10.0,2.0,28.5,8.0,6.9,0.3,2019-02-21 19:00:00
1244,4.9,100,0.0,0.0,0.0,0.0,5.2,0.2,2019-02-21 20:00:00
1245,4.9,100,0.0,0.0,0.0,0.0,4.1,0.2,2019-02-21 21:00:00
1246,4.6,100,0.0,0.0,0.0,0.0,2.9,0.1,2019-02-21 22:00:00
1247,4.1,100,0.0,0.0,0.0,0.0,1.1,0.0,2019-02-21 23:00:00
1248,3.8,100,0.0,0.0,0.0,0.0,0.4,0.0,2019-02-22 00:00:00
1249,2.7,100,0.0,0.0,0.0,0.0,1.1,0.0,2019-02-22 01:00:00
1250,2.7,100,0.0,0.0,0.0,0.0,0.4,0.0,2019-02-22 02:00:00
1251,2.6,100,0.0,0.0,0.0,0.0,0.4,0.0,2019-02-22 03:00:00
1252,2.3,100,0.0,0.0,0.0,0.0,1.0,0.0,2019-02-22 04:00:00
1253,2.8,100,0.0,0.0,0.0,0.0,1.0,0.0,2019-02-22 05:00:00
1254,2.2,100,0.0,0.0,0.0,0.0,1.1,0.0,2019-02-22 06:00:00
1255,1.5,100,0.0,0.0,0.0,0.0,2.5,0.0,2019-02-22 07:00:00
1256,1.8,100,2.0,0.0,0.0,2.0,0.8,0.0,2019-02-22 08:00:00
1257,3.4,100,80.0,32.0,228.8,48.0,1.1,0.0,2019-02-22 09:00:00
1258,5.2,60,241.0,148.0,475.2,93.0,2.2,0.0,2019-02-22 10:00:00
1259,7.4,12,398.0,290.0,638.9,108.0,1.8,0.0,2019-02-22 11:00:00
1260,9.7,8,526.0,406.0,728.2,120.0,2.6,0.0,2019-02-22 12:00:00
1261,11.3,37,588.0,458.0,744.5,130.0,3.7,0.0,2019-02-22 13:00:00
1262,11.6,51,479.0,301.0,483.1,178.0,8.4,0.0,2019-02-22 14:00:00
1263,12.6,73,536.0,390.0,671.9,146.0,8.1,0.0,2019-02-22 15:00:00
1264,12.3,73,338.0,169.0,344.6,169.0,6.2,0.0,2019-02-22 16:00:00
1265,11.5,91,247.0,140.0,389.8,107.0,5.8,0.0,2019-02-22 17:00:00
1266,9.1,96,117.0,45.0,230.2,72.0,6.3,0.0,2019-02-22 18:00:00
1267,6.9,96,10.0,1.0,13.9,9.0,6.2,0.0,2019-02-22 19:00:00
1268,6.0,96,0.0,0.0,0.0,0.0,5.5,0.0,2019-02-22 20:00:00
1269,7.3,88,0.0,0.0,0.0,0.0,0.7,0.0,2019-02-22 21:00:00
1270,7.1,91,0.0,0.0,0.0,0.0,3.0,0.0,2019-02-22 22:00:00
1271,6.4,89,0.0,0.0,0.0,0.0,2.9,0.0,2019-02-22 23:00:00
1272,5.5,86,0.0,0.0,0.0,0.0,2.5,0.0,2019-02-23 00:00:00
1273,4.3,97,0.0,0.0,0.0,0.0,2.3,0.0,2019-02-23 01:00:00
1274,3.2,98,0.0,0.0,0.0,0.0,4.7,0.0,2019-02-23 02:00:00
1275,4.7,99,0.0,0.0,0.0,0.0,0.8,0.0,2019-02-23 03:00:00
1276,5.2,99,0.0,0.0,0.0,0.0,1.8,0.0,2019-02-23 04:00:00
1277,5.7,98,0.0,0.0,0.0,0.0,2.8,0.0,2019-02-23 05:00:00
1278,5.0,99,0.0,0.0,0.0,0.0,4.6,0.0,2019-02-23 06:00:00
1279,5.5,98,0.0,0.0,0.0,0.0,2.3,0.0,2019-02-23 07:00:00
1280,4.8,99,1.0,0.0,0.0,1.0,3.7,0.0,2019-02-23 08:00:00
1281,6.0,100,26.0,0.0,0.0,26.0,2.9,0.1,2019-02-23 09:00:00
1282,5.3,100,42.0,0.0,0.0,42.0,10.8,0.3,2019-02-23 10:00:00
1283,4.3,100,49.0,0.0,0.0,49.0,9.5,0.4,2019-02-23 11:00:00
1284,3.6,100,57.0,0.0,0.0,57.0,8.0,0.4,2019-02-23 12:00:00
1285,3.5,100,89.0,0.0,0.0,89.0,8.0,0.5,2019-02-23 13:00:00
1286,3.4,100,87.0,0.0,0.0,87.0,6.6,0.4,2019-02-23 14:00:00
1287,3.6,100,68.0,0.0,0.0,68.0,7.3,0.3,2019-02-23 15:00:00
1288,2.9,100,48.0,1.0,2.0,47.0,8.0,0.4,2019-02-23 16:00:00
1289,2.5,100,27.0,0.0,0.0,27.0,6.8,0.4,2019-02-23 17:00:00
1290,2.3,100,15.0,0.0,0.0,15.0,4.5,0.4,2019-02-23 18:00:00
1291,2.2,100,2.0,0.0,0.0,2.0,4.0,0.3,2019-02-23 19:00:00
1292,2.2,100,0.0,0.0,0.0,0.0,5.2,0.3,2019-02-23 20:00:00
1293,2.1,100,0.0,0.0,0.0,0.0,4.7,0.4,2019-02-23 21:00:00
1294,2.0,100,0.0,0.0,0.0,0.0,4.1,0.6,2019-02-23 22:00:00
1295,2.0,100,0.0,0.0,0.0,0.0,3.7,0.4,2019-02-23 23:00:00
1296,2.0,100,0.0,0.0,0.0,0.0,4.0,0.3,2019-02-24 00:00:00
1297,2.1,100,0.0,0.0,0.0,0.0,3.2,0.3,2019-02-24 01:00:00
1298,2.0,100,0.0,0.0,0.0,0.0,3.7,0.2,2019-02-24 02:00:00
1299,2.0,100,0.0,0.0,0.0,0.0,2.9,0.2,2019-02-24 03:00:00
1300,2.0,100,0.0,0.0,0.0,0.0,2.7,0.5,2019-02-24 04:00:00
1301,1.9,100,0.0,0.0,0.0,0.0,3.6,0.6,2019-02-24 05:00:00
1302,1.9,100,0.0,0.0,0.0,0.0,3.9,0.6,2019-02-24 06:00:00
1303,1.9,99,0.0,0.0,0.0,0.0,3.7,0.5,2019-02-24 07:00:00
1304,2.0,99,1.0,0.0,0.0,1.0,3.1,0.4,2019-02-24 08:00:00
1305,2.3,100,14.0,2.0,13.4,12.0,3.5,0.4,2019-02-24 09:00:00
1306,2.6,100,32.0,0.0,0.0,32.0,5.5,0.4,2019-02-24 10:00:00
1307,2.8,100,63.0,5.0,10.8,58.0,6.0,0.4,2019-02-24 11:00:00
1308,3.2,100,93.0,3.0,5.3,90.0,5.4,0.3,2019-02-24 12:00:00
1309,3.5,100,98.0,16.0,25.6,82.0,4.5,0.2,2019-02-24 13:00:00
1310,4.0,100,105.0,4.0,6.3,101.0,4.5,0.2,2019-02-24 14:00:00
1311,3.2,100,71.0,1.0,1.7,70.0,6.0,0.2,2019-02-24 15:00:00
1312,3.0,100,65.0,0.0,0.0,65.0,6.8,0.4,2019-02-24 16:00:00
1313,2.6,100,36.0,0.0,0.0,36.0,7.2,0.5,2019-02-24 17:00:00
1314,2.4,100,20.0,0.0,0.0,20.0,7.9,0.5,2019-02-24 18:00:00
1315,2.2,100,2.0,0.0,0.0,2.0,7.9,0.3,2019-02-24 19:00:00
1316,2.4,100,0.0,0.0,0.0,0.0,7.3,0.1,2019-02-24 20:00:00
1317,2.6,100,0.0,0.0,0.0,0.0,4.9,0.0,2019-02-24 21:00:00
1318,2.7,100,0.0,0.0,0.0,0.0,1.8,0.0,2019-02-24 22:00:00
1319,2.7,100,0.0,0.0,0.0,0.0,1.3,0.0,2019-02-24 23:00:00
1320,2.4,87,0.0,0.0,0.0,0.0,1.1,0.0,2019-02-25 00:00:00
1321,2.0,90,0.0,0.0,0.0,0.0,0.7,0.0,2019-02-25 01:00:00
1322,1.9,84,0.0,0.0,0.0,0.0,0.7,0.0,2019-02-25 02:00:00
1323,1.9,86,0.0,0.0,0.0,0.0,2.6,0.0,2019-02-25 03:00:00
1324,1.8,75,0.0,0.0,0.0,0.0,2.4,0.0,2019-02-25 04:00:00
1325,1.8,69,0.0,0.0,0.0,0.0,2.1,0.0,2019-02-25 05:00:00
1326,1.7,52,0.0,0.0,0.0,0.0,2.3,0.0,2019-02-25 06:00:00
1327,1.6,60,0.0,0.0,0.0,0.0,0.8,0.0,2019-02-25 07:00:00
1328,1.4,91,2.0,0.0,0.0,2.0,0.4,0.0,2019-02-25 08:00:00
1329,2.5,100,55.0,17.0,110.1,38.0,3.1,0.0,2019-02-25 09:00:00
1330,3.6,97,114.0,37.0,113.4,77.0,3.8,0.0,2019-02-25 10:00:00
1331,4.8,100,240.0,88.0,187.6,152.0,2.5,0.0,2019-02-25 11:00:00
1332,6.0,100,372.0,160.0,279.4,212.0,3.1,0.0,2019-02-25 12:00:00
1333,6.9,100,407.0,138.0,219.0,269.0,2.6,0.0,2019-02-25 13:00:00
1334,8.4,100,398.0,97.0,152.1,301.0,6.5,0.0,2019-02-25 14:00:00
1335,7.1,100,261.0,56.0,94.2,205.0,6.2,0.0,2019-02-25 15:00:00
1336,6.9,100,148.0,0.0,0.0,148.0,6.6,0.0,2019-02-25 16:00:00
1337,6.5,100,103.0,2.0,5.4,101.0,6.3,0.0,2019-02-25 17:00:00
1338,5.9,100,37.0,0.0,0.0,37.0,6.0,0.0,2019-02-25 18:00:00
1339,5.1,100,5.0,0.0,0.0,5.0,5.4,0.0,2019-02-25 19:00:00
1340,4.8,100,0.0,0.0,0.0,0.0,4.1,0.0,2019-02-25 20:00:00
1341,4.5,100,0.0,0.0,0.0,0.0,2.3,0.0,2019-02-25 21:00:00
1342,4.3,100,0.0,0.0,0.0,0.0,3.7,0.0,2019-02-25 22:00:00
1343,4.1,100,0.0,0.0,0.0,0.0,2.5,0.1,2019-02-25 23:00:00
1344,3.9,100,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-26 00:00:00
1345,3.8,100,0.0,0.0,0.0,0.0,2.4,0.0,2019-02-26 01:00:00
1346,3.8,100,0.0,0.0,0.0,0.0,3.0,0.0,2019-02-26 02:00:00
1347,4.4,100,0.0,0.0,0.0,0.0,1.5,0.0,2019-02-26 03:00:00
1348,4.7,100,0.0,0.0,0.0,0.0,1.1,0.1,2019-02-26 04:00:00
1349,4.6,100,0.0,0.0,0.0,0.0,3.0,0.0,2019-02-26 05:00:00
1350,4.2,100,0.0,0.0,0.0,0.0,3.6,0.0,2019-02-26 06:00:00
1351,4.0,100,0.0,0.0,0.0,0.0,2.5,0.0,2019-02-26 07:00:00
1352,3.9,100,2.0,0.0,0.0,2.0,4.7,0.0,2019-02-26 08:00:00
1353,4.0,100,31.0,0.0,0.0,31.0,2.3,0.0,2019-02-26 09:00:00
1354,4.1,100,72.0,0.0,0.0,72.0,1.1,0.0,2019-02-26 10:00:00
1355,4.4,100,121.0,0.0,0.0,121.0,1.5,0.0,2019-02-26 11:00:00
1356,5.2,100,213.0,7.0,12.1,206.0,2.9,0.0,2019-02-26 12:00:00
1357,6.9,100,465.0,205.0,322.7,260.0,3.8,0.0,2019-02-26 13:00:00
1358,8.1,100,513.0,290.0,451.3,223.0,4.5,0.0,2019-02-26 14:00:00
1359,8.4,100,487.0,268.0,447.1,219.0,6.4,0.0,2019-02-26 15:00:00
1360,8.1,100,350.0,142.0,279.2,208.0,7.4,0.0,2019-02-26 16:00:00
1361,7.2,95,305.0,184.0,488.8,121.0,9.1,0.0,2019-02-26 17:00:00
1362,5.6,100,107.0,25.0,118.1,82.0,8.7,0.0,2019-02-26 18:00:00
1363,4.6,100,11.0,2.0,24.9,9.0,5.8,0.0,2019-02-26 19:00:00
1364,4.2,97,0.0,0.0,0.0,0.0,2.2,0.0,2019-02-26 20:00:00
1365,4.2,99,0.0,0.0,0.0,0.0,1.6,0.0,2019-02-26 21:00:00
1366,4.2,100,0.0,0.0,0.0,0.0,0.4,0.0,2019-02-26 22:00:00
1367,2.8,100,0.0,0.0,0.0,0.0,3.0,0.0,2019-02-26 23:00:00
1368,3.0,100,0.0,0.0,0.0,0.0,3.0,0.1,2019-02-27 00:00:00
1369,2.7,100,0.0,0.0,0.0,0.0,1.9,0.5,2019-02-27 01:00:00
1370,2.6,100,0.0,0.0,0.0,0.0,2.2,0.4,2019-02-27 02:00:00
1371,3.3,100,0.0,0.0,0.0,0.0,2.7,0.4,2019-02-27 03:00:00
1372,3.1,100,0.0,0.0,0.0,0.0,5.5,0.6,2019-02-27 04:00:00
1373,2.9,100,0.0,0.0,0.0,0.0,5.5,0.5,2019-02-27 05:00:00
1374,3.0,100,0.0,0.0,0.0,0.0,6.5,0.4,2019-02-27 06:00:00
1375,2.9,90,0.0,0.0,0.0,0.0,5.4,0.3,2019-02-27 07:00:00
1376,2.8,85,2.0,0.0,0.0,2.0,4.2,0.1,2019-02-27 08:00:00
1377,3.1,85,22.0,0.0,0.0,22.0,5.7,0.3,2019-02-27 09:00:00
1378,3.5,100,49.0,2.0,5.9,47.0,6.6,0.5,2019-02-27 10:00:00
1379,4.2,98,112.0,1.0,2.1,111.0,6.1,0.3,2019-02-27 11:00:00
1380,4.7,91,159.0,31.0,53.2,128.0,5.9,0.3,2019-02-27 12:00:00
1381,5.3,93,287.0,55.0,85.9,232.0,6.8,0.3,2019-02-27 13:00:00
1382,5.5,93,369.0,189.0,291.9,180.0,6.8,0.4,2019-02-27 14:00:00
1383,3.9,96,169.0,40.0,66.2,129.0,7.8,0.4,2019-02-27 15:00:00
1384,4.2,88,125.0,16.0,31.2,109.0,6.4,0.3,2019-02-27 16:00:00
1385,3.6,95,99.0,6.0,15.8,93.0,6.8,0.2,2019-02-27 17:00:00
1386,3.3,95,48.0,4.0,18.5,44.0,5.0,0.3,2019-02-27 18:00:00
1387,2.7,100,6.0,1.0,12.2,5.0,5.0,0.5,2019-02-27 19:00:00
1388,2.9,92,0.0,0.0,0.0,0.0,6.2,0.4,2019-02-27 20:00:00
1389,2.4,93,0.0,0.0,0.0,0.0,6.5,0.3,2019-02-27 21:00:00
1390,1.9,97,0.0,0.0,0.0,0.0,7.5,0.5,2019-02-27 22:00:00
1391,2.1,96,0.0,0.0,0.0,0.0,6.5,0.5,2019-02-27 23:00:00
1392,2.4,85,0.0,0.0,0.0,0.0,5.6,0.1,2019-02-28 00:00:00
1393,1.7,94,0.0,0.0,0.0,0.0,3.9,0.1,2019-02-28 01:00:00
1394,2.2,97,0.0,0.0,0.0,0.0,5.8,0.2,2019-02-28 02:00:00
1395,2.2,86,0.0,0.0,0.0,0.0,4.3,0.3,2019-02-28 03:00:00
1396,2.4,97,0.0,0.0,0.0,0.0,5.4,0.3,2019-02-28 04:00:00
1397,2.3,87,0.0,0.0,0.0,0.0,4.9,0.2,2019-02-28 05:00:00
1398,2.3,95,0.0,0.0,0.0,0.0,5.1,0.2,2019-02-28 06:00:00
1399,1.7,98,0.0,0.0,0.0,0.0,4.4,0.3,2019-02-28 07:00:00
1400,1.8,100,3.0,0.0,0.0,3.0,4.8,0.3,2019-02-28 08:00:00
1401,1.8,94,28.0,4.0,23.7,24.0,5.7,0.9,2019-02-28 09:00:00
1402,2.6,95,114.0,42.0,123.0,72.0,6.6,0.8,2019-02-28 10:00:00
1403,3.2,96,153.0,56.0,115.6,97.0,7.7,0.5,2019-02-28 11:00:00
1404,3.9,97,175.0,61.0,103.8,114.0,8.6,0.4,2019-02-28 12:00:00
1405,4.2,85,209.0,68.0,105.4,141.0,7.2,0.2,2019-02-28 13:00:00
1406,5.1,74,332.0,166.0,254.5,166.0,8.5,0.3,2019-02-28 14:00:00
1407,4.8,100,313.0,159.0,261.2,154.0,9.5,0.1,2019-02-28 15:00:00
1408,4.6,95,81.0,0.0,0.0,81.0,9.0,0.1,2019-02-28 16:00:00
1409,5.0,72,125.0,25.0,65.0,100.0,6.9,0.0,2019-02-28 17:00:00
1410,4.7,60,94.0,29.0,132.0,65.0,3.6,0.0,2019-02-28 18:00:00
1411,3.8,27,15.0,3.0,35.6,12.0,5.5,0.0,2019-02-28 19:00:00
1412,0.9,4,0.0,0.0,0.0,0.0,7.0,0.0,2019-02-28 20:00:00
1413,-0.1,2,0.0,0.0,0.0,0.0,6.1,0.0,2019-02-28 21:00:00
1414,-0.6,1,0.0,0.0,0.0,0.0,5.6,0.0,2019-02-28 22:00:00
1415,-2.3,1,0.0,0.0,0.0,0.0,7.4,0.0,2019-02-28 23:00:00
1416,-2.5,2,0.0,0.0,0.0,0.0,7.1,0.0,2019-03-01 00:00:00
1417,-2.3,4,0.0,0.0,0.0,0.0,6.7,0.0,2019-03-01 01:00:00
1418,-2.2,6,0.0,0.0,0.0,0.0,7.1,0.0,2019-03-01 02:00:00
1419,-2.0,9,0.0,0.0,0.0,0.0,9.7,0.0,2019-03-01 03:00:00
1420,-1.5,1,0.0,0.0,0.0,0.0,7.0,0.0,2019-03-01 04:00:00
1421,-1.4,0,0.0,0.0,0.0,0.0,7.6,0.0,2019-03-01 05:00:00
1422,-1.3,0,0.0,0.0,0.0,0.0,8.2,0.0,2019-03-01 06:00:00
1423,-1.3,20,0.0,0.0,0.0,0.0,8.4,0.0,2019-03-01 07:00:00
1424,0.0,0,8.0,2.0,33.4,6.0,6.9,0.0,2019-03-01 08:00:00
1425,4.8,0,123.0,68.0,390.7,55.0,6.1,0.0,2019-03-01 09:00:00
1426,8.9,0,303.0,213.0,614.8,90.0,4.4,0.0,2019-03-01 10:00:00
1427,12.5,0,467.0,357.0,729.6,110.0,5.3,0.0,2019-03-01 11:00:00
1428,13.9,1,590.0,467.0,787.6,123.0,12.2,0.0,2019-03-01 12:00:00
1429,14.6,3,659.0,529.0,813.7,130.0,13.0,0.0,2019-03-01 13:00:00
1430,14.7,48,653.0,510.0,776.1,143.0,12.7,0.0,2019-03-01 14:00:00
1431,15.6,62,608.0,478.0,779.2,130.0,12.2,0.0,2019-03-01 15:00:00
1432,15.3,35,485.0,348.0,666.7,137.0,12.6,0.0,2019-03-01 16:00:00
1433,14.4,1,324.0,206.0,529.5,118.0,9.0,0.0,2019-03-01 17:00:00
1434,11.6,28,165.0,97.0,433.5,68.0,5.8,0.0,2019-03-01 18:00:00
1435,12.4,66,24.0,8.0,92.8,16.0,5.4,0.0,2019-03-01 19:00:00
1436,9.4,1,0.0,0.0,0.0,0.0,4.3,0.0,2019-03-01 20:00:00
1437,6.0,19,0.0,0.0,0.0,0.0,5.6,0.0,2019-03-01 21:00:00
1438,3.9,33,0.0,0.0,0.0,0.0,6.0,0.0,2019-03-01 22:00:00
1439,2.7,33,0.0,0.0,0.0,0.0,6.5,0.0,2019-03-01 23:00:00
1440,2.7,25,0.0,0.0,0.0,0.0,5.1,0.0,2019-03-02 00:00:00
1441,2.5,3,0.0,0.0,0.0,0.0,6.5,0.0,2019-03-02 01:00:00
1442,2.0,9,0.0,0.0,0.0,0.0,6.4,0.0,2019-03-02 02:00:00
1443,4.3,19,0.0,0.0,0.0,0.0,6.6,0.0,2019-03-02 03:00:00
1444,2.7,44,0.0,0.0,0.0,0.0,5.8,0.0,2019-03-02 04:00:00
1445,2.8,39,0.0,0.0,0.0,0.0,5.2,0.0,2019-03-02 05:00:00
1446,2.5,40,0.0,0.0,0.0,0.0,5.4,0.0,2019-03-02 06:00:00
1447,2.3,46,0.0,0.0,0.0,0.0,5.9,0.0,2019-03-02 07:00:00
1448,2.6,53,8.0,1.0,16.0,7.0,5.8,0.0,2019-03-02 08:00:00
1449,6.7,70,105.0,37.0,206.6,68.0,4.7,0.0,2019-03-02 09:00:00
