sira,temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation,time
308,3.8,100,0.0,0.0,0.0,0.0,0.4,0.0,2019-01-13 20:00:00
309,3.5,99,0.0,0.0,0.0,0.0,0.4,0.0,2019-01-13 21:00:00
310,3.3,96,0.0,0.0,0.0,0.0,0.7,0.0,2019-01-13 22:00:00
311,2.8,90,0.0,0.0,0.0,0.0,1.8,0.0,2019-01-13 23:00:00
312,2.5,87,0.0,0.0,0.0,0.0,1.3,0.0,2019-01-14 00:00:00
313,2.8,84,0.0,0.0,0.0,0.0,0.7,0.0,2019-01-14 01:00:00
314,2.4,88,0.0,0.0,0.0,0.0,1.3,0.0,2019-01-14 02:00:00
315,2.9,87,0.0,0.0,0.0,0.0,1.1,0.0,2019-01-14 03:00:00
316,2.8,81,0.0,0.0,0.0,0.0,1.1,0.0,2019-01-14 04:00:00
317,2.8,99,0.0,0.0,0.0,0.0,1.0,0.0,2019-01-14 05:00:00
318,2.8,98,0.0,0.0,0.0,0.0,0.7,0.1,2019-01-14 06:00:00
319,2.8,97,0.0,0.0,0.0,0.0,2.9,0.0,2019-01-14 07:00:00
320,2.7,96,0.0,0.0,0.0,0.0,3.2,0.0,2019-01-14 08:00:00
321,2.7,97,4.0,0.0,0.0,4.0,2.3,0.0,2019-01-14 09:00:00
322,3.0,98,35.0,3.0,16.8,32.0,2.7,0.0,2019-01-14 10:00:00
323,3.2,99,70.0,7.0,22.5,63.0,5.4,0.0,2019-01-14 11:00:00
324,4.1,98,140.0,15.0,37.0,125.0,6.8,0.0,2019-01-14 12:00:00
325,5.7,98,212.0,53.0,116.0,159.0,6.2,0.0,2019-01-14 13:00:00
326,7.1,88,225.0,46.0,99.9,179.0,4.9,0.0,2019-01-14 14:00:00
327,8.3,51,184.0,77.0,184.8,107.0,4.6,0.0,2019-01-14 15:00:00
328,8.3,47,170.0,83.0,252.9,87.0,3.1,0.0,2019-01-14 16:00:00
329,7.2,32,124.0,64.0,318.0,60.0,3.3,0.0,2019-01-14 17:00:00
330,6.4,36,25.0,10.0,123.0,15.0,5.9,0.0,2019-01-14 18:00:00
331,6.2,50,0.0,0.0,0.0,0.0,3.1,0.0,2019-01-14 19:00:00
332,5.2,67,0.0,0.0,0.0,0.0,1.0,0.0,2019-01-14 20:00:00
333,2.8,69,0.0,0.0,0.0,0.0,3.6,0.0,2019-01-14 21:00:00
334,3.2,7,0.0,0.0,0.0,0.0,5.8,0.0,2019-01-14 22:00:00
335,2.6,97,0.0,0.0,0.0,0.0,1.0,0.0,2019-01-14 23:00:00
336,2.2,99,0.0,0.0,0.0,0.0,1.0,0.0,2019-01-15 00:00:00
337,1.5,98,0.0,0.0,0.0,0.0,2.3,0.0,2019-01-15 01:00:00
338,2.5,100,0.0,0.0,0.0,0.0,1.8,0.0,2019-01-15 02:00:00
339,2.8,100,0.0,0.0,0.0,0.0,0.5,0.0,2019-01-15 03:00:00
340,3.1,97,0.0,0.0,0.0,0.0,1.3,0.0,2019-01-15 04:00:00
341,1.6,100,0.0,0.0,0.0,0.0,4.9,0.0,2019-01-15 05:00:00
342,2.1,100,0.0,0.0,0.0,0.0,5.0,0.0,2019-01-15 06:00:00
343,2.2,100,0.0,0.0,0.0,0.0,5.1,0.2,2019-01-15 07:00:00
344,3.6,100,0.0,0.0,0.0,0.0,0.7,0.1,2019-01-15 08:00:00
345,3.1,100,7.0,0.0,0.0,7.0,2.3,0.1,2019-01-15 09:00:00
346,3.9,100,57.0,2.0,11.1,55.0,2.3,0.1,2019-01-15 10:00:00
347,4.5,100,68.0,1.0,3.2,67.0,1.9,0.1,2019-01-15 11:00:00
348,5.2,100,50.0,0.0,0.0,50.0,3.6,0.2,2019-01-15 12:00:00
349,5.5,100,58.0,0.0,0.0,58.0,5.6,0.4,2019-01-15 13:00:00
350,5.3,100,37.0,0.0,0.0,37.0,6.8,0.8,2019-01-15 14:00:00
351,3.7,100,40.0,0.0,0.0,40.0,4.8,1.3,2019-01-15 15:00:00
352,2.5,100,17.0,0.0,0.0,17.0,4.7,1.9,2019-01-15 16:00:00
353,2.2,100,12.0,0.0,0.0,12.0,4.8,2.3,2019-01-15 17:00:00
354,2.0,100,2.0,0.0,0.0,2.0,4.7,3.3,2019-01-15 18:00:00
355,1.8,100,0.0,0.0,0.0,0.0,5.2,2.7,2019-01-15 19:00:00
356,1.6,100,0.0,0.0,0.0,0.0,6.4,2.3,2019-01-15 20:00:00
357,1.4,100,0.0,0.0,0.0,0.0,5.3,2.5,2019-01-15 21:00:00
358,1.3,100,0.0,0.0,0.0,0.0,6.2,1.8,2019-01-15 22:00:00
359,1.3,100,0.0,0.0,0.0,0.0,8.9,2.2,2019-01-15 23:00:00
360,1.1,100,0.0,0.0,0.0,0.0,5.1,3.7,2019-01-16 00:00:00
361,1.2,100,0.0,0.0,0.0,0.0,6.3,3.8,2019-01-16 01:00:00
362,1.2,100,0.0,0.0,0.0,0.0,8.4,3.3,2019-01-16 02:00:00
363,0.8,100,0.0,0.0,0.0,0.0,7.7,2.5,2019-01-16 03:00:00
364,0.8,99,0.0,0.0,0.0,0.0,7.1,0.9,2019-01-16 04:00:00
365,0.2,99,0.0,0.0,0.0,0.0,3.7,0.4,2019-01-16 05:00:00
366,0.4,100,0.0,0.0,0.0,0.0,3.7,0.4,2019-01-16 06:00:00
367,0.1,100,0.0,0.0,0.0,0.0,3.6,0.3,2019-01-16 07:00:00
368,-0.1,95,0.0,0.0,0.0,0.0,2.8,0.2,2019-01-16 08:00:00
369,0.2,88,5.0,1.0,14.3,4.0,2.7,0.1,2019-01-16 09:00:00
370,0.6,45,49.0,10.0,55.0,39.0,4.1,0.1,2019-01-16 10:00:00
371,1.1,64,187.0,83.0,263.8,104.0,5.1,0.0,2019-01-16 11:00:00
372,1.5,79,283.0,128.0,312.0,155.0,3.9,0.0,2019-01-16 12:00:00
373,1.8,39,334.0,122.0,264.1,212.0,3.4,0.0,2019-01-16 13:00:00
374,2.0,90,398.0,235.0,504.0,163.0,4.2,0.0,2019-01-16 14:00:00
375,3.1,20,395.0,237.0,560.4,158.0,5.7,0.0,2019-01-16 15:00:00
376,0.9,44,220.0,90.0,268.8,130.0,6.4,0.0,2019-01-16 16:00:00
377,3.0,56,133.0,60.0,288.5,73.0,3.3,0.0,2019-01-16 17:00:00
378,3.1,32,24.0,7.0,82.5,17.0,4.5,0.0,2019-01-16 18:00:00
379,2.5,69,0.0,0.0,0.0,0.0,5.9,0.0,2019-01-16 19:00:00
380,1.3,98,0.0,0.0,0.0,0.0,4.4,0.0,2019-01-16 20:00:00
381,0.2,100,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-16 21:00:00
382,-0.0,99,0.0,0.0,0.0,0.0,4.5,0.1,2019-01-16 22:00:00
383,0.1,100,0.0,0.0,0.0,0.0,4.3,0.2,2019-01-16 23:00:00
384,2.4,69,0.0,0.0,0.0,0.0,3.3,0.1,2019-01-17 00:00:00
385,3.1,67,0.0,0.0,0.0,0.0,3.4,0.1,2019-01-17 01:00:00
386,3.3,94,0.0,0.0,0.0,0.0,4.6,0.2,2019-01-17 02:00:00
387,3.0,100,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-17 03:00:00
388,3.3,93,0.0,0.0,0.0,0.0,3.4,0.0,2019-01-17 04:00:00
389,2.9,97,0.0,0.0,0.0,0.0,1.1,0.0,2019-01-17 05:00:00
390,3.2,100,0.0,0.0,0.0,0.0,1.1,0.0,2019-01-17 06:00:00
391,2.5,100,0.0,0.0,0.0,0.0,3.3,0.1,2019-01-17 07:00:00
392,1.6,99,0.0,0.0,0.0,0.0,2.7,0.0,2019-01-17 08:00:00
393,2.4,96,7.0,1.0,14.1,6.0,3.7,0.0,2019-01-17 09:00:00
394,3.1,92,50.0,8.0,43.6,42.0,4.0,0.0,2019-01-17 10:00:00
395,4.5,97,142.0,39.0,123.1,103.0,5.4,0.0,2019-01-17 11:00:00
396,5.2,62,166.0,39.0,94.5,127.0,5.2,0.0,2019-01-17 12:00:00
397,5.8,41,337.0,179.0,385.2,158.0,3.3,0.0,2019-01-17 13:00:00
398,6.3,30,385.0,260.0,554.0,125.0,2.6,0.0,2019-01-17 14:00:00
399,6.9,11,365.0,259.0,607.8,106.0,4.0,0.0,2019-01-17 15:00:00
400,3.1,10,290.0,214.0,632.9,76.0,6.9,0.0,2019-01-17 16:00:00
401,5.6,1,163.0,108.0,511.0,55.0,6.9,0.0,2019-01-17 17:00:00
402,2.5,0,33.0,16.0,184.8,17.0,6.5,0.0,2019-01-17 18:00:00
403,2.4,0,0.0,0.0,0.0,0.0,4.5,0.0,2019-01-17 19:00:00
404,0.3,0,0.0,0.0,0.0,0.0,4.9,0.0,2019-01-17 20:00:00
405,-1.2,0,0.0,0.0,0.0,0.0,5.5,0.0,2019-01-17 21:00:00
406,-1.0,0,0.0,0.0,0.0,0.0,6.1,0.0,2019-01-17 22:00:00
407,-1.0,0,0.0,0.0,0.0,0.0,6.5,0.0,2019-01-17 23:00:00
408,-1.1,0,0.0,0.0,0.0,0.0,6.3,0.0,2019-01-18 00:00:00
409,-1.1,0,0.0,0.0,0.0,0.0,5.9,0.0,2019-01-18 01:00:00
410,-1.3,1,0.0,0.0,0.0,0.0,5.2,0.0,2019-01-18 02:00:00
411,-1.1,1,0.0,0.0,0.0,0.0,4.6,0.0,2019-01-18 03:00:00
412,-1.0,1,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-18 04:00:00
413,-1.0,2,0.0,0.0,0.0,0.0,4.4,0.0,2019-01-18 05:00:00
414,-0.8,2,0.0,0.0,0.0,0.0,4.4,0.0,2019-01-18 06:00:00
415,-0.8,3,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-18 07:00:00
416,-0.7,4,0.0,0.0,0.0,0.0,3.5,0.0,2019-01-18 08:00:00
417,-0.8,4,19.0,8.0,111.5,11.0,3.9,0.0,2019-01-18 09:00:00
418,1.9,7,136.0,86.0,464.2,50.0,2.1,0.0,2019-01-18 10:00:00
419,4.7,6,276.0,206.0,645.9,70.0,2.3,0.0,2019-01-18 11:00:00
420,7.0,4,398.0,314.0,756.3,84.0,2.6,0.0,2019-01-18 12:00:00
421,8.6,3,461.0,372.0,795.6,89.0,3.3,0.0,2019-01-18 13:00:00
422,9.3,3,468.0,375.0,793.8,93.0,4.0,0.0,2019-01-18 14:00:00
423,9.4,2,417.0,330.0,768.5,87.0,6.1,0.0,2019-01-18 15:00:00
424,8.9,2,311.0,236.0,691.0,75.0,6.4,0.0,2019-01-18 16:00:00
425,7.1,1,173.0,118.0,549.4,55.0,3.7,0.0,2019-01-18 17:00:00
426,5.7,1,36.0,19.0,215.0,17.0,5.7,0.0,2019-01-18 18:00:00
427,4.2,0,0.0,0.0,0.0,0.0,4.8,0.0,2019-01-18 19:00:00
428,3.3,0,0.0,0.0,0.0,0.0,3.7,0.0,2019-01-18 20:00:00
429,2.9,0,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-18 21:00:00
430,2.7,0,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-18 22:00:00
431,2.3,0,0.0,0.0,0.0,0.0,2.2,0.0,2019-01-18 23:00:00
432,1.8,0,0.0,0.0,0.0,0.0,2.4,0.0,2019-01-19 00:00:00
433,1.6,24,0.0,0.0,0.0,0.0,3.7,0.0,2019-01-19 01:00:00
434,1.6,84,0.0,0.0,0.0,0.0,4.3,0.0,2019-01-19 02:00:00
435,2.3,91,0.0,0.0,0.0,0.0,3.5,0.0,2019-01-19 03:00:00
436,2.8,82,0.0,0.0,0.0,0.0,3.4,0.0,2019-01-19 04:00:00
437,2.9,90,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-19 05:00:00
438,2.9,87,0.0,0.0,0.0,0.0,4.1,0.0,2019-01-19 06:00:00
439,3.0,54,0.0,0.0,0.0,0.0,4.2,0.0,2019-01-19 07:00:00
440,3.0,53,0.0,0.0,0.0,0.0,5.0,0.0,2019-01-19 08:00:00
441,3.2,80,17.0,4.0,55.0,13.0,4.4,0.0,2019-01-19 09:00:00
442,4.8,81,117.0,43.0,229.7,74.0,2.5,0.0,2019-01-19 10:00:00
443,7.0,87,221.0,108.0,336.3,113.0,2.9,0.0,2019-01-19 11:00:00
444,9.0,86,322.0,157.0,375.8,165.0,3.3,0.0,2019-01-19 12:00:00
445,10.3,56,382.0,219.0,465.5,163.0,3.6,0.0,2019-01-19 13:00:00
446,11.3,45,415.0,257.0,540.4,158.0,4.3,0.0,2019-01-19 14:00:00
447,11.0,70,360.0,225.0,519.9,135.0,7.1,0.0,2019-01-19 15:00:00
448,10.4,61,295.0,197.0,571.0,98.0,7.2,0.0,2019-01-19 16:00:00
449,8.5,63,150.0,70.0,320.8,80.0,4.3,0.0,2019-01-19 17:00:00
450,4.6,51,34.0,12.0,133.1,22.0,7.9,0.0,2019-01-19 18:00:00
451,3.1,27,0.0,0.0,0.0,0.0,7.4,0.0,2019-01-19 19:00:00
452,4.2,37,0.0,0.0,0.0,0.0,5.7,0.0,2019-01-19 20:00:00
453,4.1,74,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-19 21:00:00
454,3.7,25,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-19 22:00:00
455,3.4,28,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-19 23:00:00
456,3.2,54,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-20 00:00:00
457,3.1,68,0.0,0.0,0.0,0.0,4.2,0.0,2019-01-20 01:00:00
458,3.3,76,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-20 02:00:00
459,3.3,90,0.0,0.0,0.0,0.0,3.6,0.0,2019-01-20 03:00:00
460,3.4,90,0.0,0.0,0.0,0.0,2.5,0.0,2019-01-20 04:00:00
461,3.3,88,0.0,0.0,0.0,0.0,2.9,0.0,2019-01-20 05:00:00
462,3.4,85,0.0,0.0,0.0,0.0,2.5,0.0,2019-01-20 06:00:00
463,3.2,86,0.0,0.0,0.0,0.0,2.2,0.0,2019-01-20 07:00:00
464,3.2,94,0.0,0.0,0.0,0.0,2.5,0.0,2019-01-20 08:00:00
465,3.2,0,19.0,6.0,81.4,13.0,3.1,0.0,2019-01-20 09:00:00
466,5.1,0,139.0,80.0,422.8,59.0,1.8,0.0,2019-01-20 10:00:00
467,8.1,1,287.0,211.0,652.1,76.0,2.3,0.0,2019-01-20 11:00:00
468,10.4,0,398.0,308.0,732.4,90.0,2.9,0.0,2019-01-20 12:00:00
469,11.8,8,459.0,365.0,770.9,94.0,5.2,0.0,2019-01-20 13:00:00
470,12.2,5,466.0,367.0,766.4,99.0,6.3,0.0,2019-01-20 14:00:00
471,12.2,46,414.0,319.0,731.3,95.0,6.0,0.0,2019-01-20 15:00:00
472,11.8,70,315.0,232.0,665.7,83.0,4.2,0.0,2019-01-20 16:00:00
473,9.6,59,168.0,92.0,414.9,76.0,4.4,0.0,2019-01-20 17:00:00
474,8.5,41,39.0,16.0,173.9,23.0,5.6,0.0,2019-01-20 18:00:00
475,5.1,90,0.0,0.0,0.0,0.0,5.8,0.0,2019-01-20 19:00:00
476,6.4,36,0.0,0.0,0.0,0.0,4.5,0.0,2019-01-20 20:00:00
477,5.9,29,0.0,0.0,0.0,0.0,3.5,0.0,2019-01-20 21:00:00
478,5.4,17,0.0,0.0,0.0,0.0,3.3,0.0,2019-01-20 22:00:00
479,5.1,20,0.0,0.0,0.0,0.0,3.6,0.0,2019-01-20 23:00:00
480,5.0,13,0.0,0.0,0.0,0.0,3.7,0.0,2019-01-21 00:00:00
481,4.7,17,0.0,0.0,0.0,0.0,3.0,0.0,2019-01-21 01:00:00
482,4.6,63,0.0,0.0,0.0,0.0,2.6,0.0,2019-01-21 02:00:00
483,5.4,43,0.0,0.0,0.0,0.0,1.4,0.0,2019-01-21 03:00:00
484,5.3,4,0.0,0.0,0.0,0.0,1.5,0.0,2019-01-21 04:00:00
485,4.9,17,0.0,0.0,0.0,0.0,1.3,0.0,2019-01-21 05:00:00
486,4.6,65,0.0,0.0,0.0,0.0,2.2,0.0,2019-01-21 06:00:00
487,4.7,100,0.0,0.0,0.0,0.0,2.6,0.0,2019-01-21 07:00:00
488,4.9,97,0.0,0.0,0.0,0.0,2.6,0.0,2019-01-21 08:00:00
489,5.1,92,15.0,1.0,13.4,14.0,2.2,0.0,2019-01-21 09:00:00
490,6.6,98,97.0,15.0,78.4,82.0,1.8,0.0,2019-01-21 10:00:00
491,8.7,96,169.0,45.0,138.0,124.0,1.8,0.0,2019-01-21 11:00:00
492,9.8,99,149.0,28.0,66.1,121.0,3.7,0.0,2019-01-21 12:00:00
493,10.0,100,117.0,5.0,10.5,112.0,2.6,0.0,2019-01-21 13:00:00
494,9.9,100,117.0,2.0,4.1,115.0,3.1,0.1,2019-01-21 14:00:00
495,10.2,100,94.0,0.0,0.0,94.0,1.0,0.1,2019-01-21 15:00:00
496,9.5,100,62.0,0.0,0.0,62.0,2.7,0.1,2019-01-21 16:00:00
497,7.8,100,20.0,0.0,0.0,20.0,5.9,0.4,2019-01-21 17:00:00
498,7.0,100,7.0,0.0,0.0,7.0,5.8,0.4,2019-01-21 18:00:00
499,7.2,100,0.0,0.0,0.0,0.0,4.6,0.4,2019-01-21 19:00:00
500,7.6,100,0.0,0.0,0.0,0.0,3.2,0.5,2019-01-21 20:00:00
501,7.2,100,0.0,0.0,0.0,0.0,4.2,0.6,2019-01-21 21:00:00
502,6.4,100,0.0,0.0,0.0,0.0,3.9,0.5,2019-01-21 22:00:00
503,6.2,100,0.0,0.0,0.0,0.0,5.1,0.5,2019-01-21 23:00:00
504,5.9,100,0.0,0.0,0.0,0.0,4.4,0.4,2019-01-22 00:00:00
505,5.8,100,0.0,0.0,0.0,0.0,3.5,0.2,2019-01-22 01:00:00
506,5.6,100,0.0,0.0,0.0,0.0,2.7,0.2,2019-01-22 02:00:00
507,5.2,100,0.0,0.0,0.0,0.0,3.6,0.1,2019-01-22 03:00:00
508,5.4,100,0.0,0.0,0.0,0.0,2.8,0.1,2019-01-22 04:00:00
509,5.2,100,0.0,0.0,0.0,0.0,2.3,0.0,2019-01-22 05:00:00
510,5.1,100,0.0,0.0,0.0,0.0,2.0,0.0,2019-01-22 06:00:00
511,5.0,100,0.0,0.0,0.0,0.0,2.8,0.0,2019-01-22 07:00:00
512,5.0,100,0.0,0.0,0.0,0.0,2.8,0.0,2019-01-22 08:00:00
513,5.1,100,3.0,0.0,0.0,3.0,3.6,0.0,2019-01-22 09:00:00
514,5.5,100,42.0,0.0,0.0,42.0,3.9,0.0,2019-01-22 10:00:00
515,6.2,100,88.0,3.0,9.1,85.0,2.9,0.0,2019-01-22 11:00:00
516,7.4,85,165.0,15.0,35.2,150.0,2.5,0.0,2019-01-22 12:00:00
517,8.8,92,218.0,30.0,62.5,188.0,2.6,0.0,2019-01-22 13:00:00
518,9.7,100,230.0,41.0,84.4,189.0,4.6,0.0,2019-01-22 14:00:00
519,10.0,97,239.0,57.0,128.6,182.0,3.5,0.0,2019-01-22 15:00:00
520,10.3,91,268.0,134.0,376.5,134.0,3.7,0.0,2019-01-22 16:00:00
521,9.2,94,170.0,91.0,397.3,79.0,3.8,0.0,2019-01-22 17:00:00
522,9.1,96,41.0,13.0,135.6,28.0,4.1,0.0,2019-01-22 18:00:00
523,5.2,96,0.0,0.0,0.0,0.0,7.3,0.0,2019-01-22 19:00:00
524,6.0,95,0.0,0.0,0.0,0.0,6.8,0.0,2019-01-22 20:00:00
525,6.3,92,0.0,0.0,0.0,0.0,4.4,0.0,2019-01-22 21:00:00
526,5.6,90,0.0,0.0,0.0,0.0,3.7,0.0,2019-01-22 22:00:00
527,5.1,96,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-22 23:00:00
528,4.4,70,0.0,0.0,0.0,0.0,4.2,0.0,2019-01-23 00:00:00
529,5.1,10,0.0,0.0,0.0,0.0,3.0,0.0,2019-01-23 01:00:00
530,5.1,22,0.0,0.0,0.0,0.0,2.5,0.0,2019-01-23 02:00:00
531,5.6,3,0.0,0.0,0.0,0.0,2.7,0.0,2019-01-23 03:00:00
532,3.8,0,0.0,0.0,0.0,0.0,4.5,0.0,2019-01-23 04:00:00
533,3.1,11,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-23 05:00:00
534,2.6,4,0.0,0.0,0.0,0.0,5.1,0.0,2019-01-23 06:00:00
535,2.5,14,0.0,0.0,0.0,0.0,5.5,0.0,2019-01-23 07:00:00
536,2.8,5,0.0,0.0,0.0,0.0,5.2,0.0,2019-01-23 08:00:00
537,3.3,13,23.0,10.0,129.8,13.0,4.8,0.0,2019-01-23 09:00:00
538,7.8,5,150.0,93.0,474.1,57.0,3.2,0.0,2019-01-23 10:00:00
539,10.7,3,284.0,203.0,612.3,81.0,4.7,0.0,2019-01-23 11:00:00
540,12.4,91,402.0,309.0,719.5,93.0,6.9,0.0,2019-01-23 12:00:00
541,13.4,95,451.0,329.0,680.8,122.0,7.7,0.0,2019-01-23 13:00:00
542,13.9,94,446.0,294.0,600.9,152.0,7.3,0.0,2019-01-23 14:00:00
543,14.6,96,391.0,239.0,534.5,152.0,7.1,0.0,2019-01-23 15:00:00
544,14.0,96,278.0,137.0,380.9,141.0,5.2,0.0,2019-01-23 16:00:00
545,11.7,96,136.0,33.0,141.7,103.0,4.8,0.0,2019-01-23 17:00:00
546,9.2,99,30.0,6.0,61.3,24.0,5.9,0.0,2019-01-23 18:00:00
547,10.4,100,0.0,0.0,0.0,0.0,4.0,0.0,2019-01-23 19:00:00
548,10.1,100,0.0,0.0,0.0,0.0,3.8,0.0,2019-01-23 20:00:00
549,9.7,100,0.0,0.0,0.0,0.0,3.0,0.0,2019-01-23 21:00:00
550,8.5,100,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-23 22:00:00
551,8.4,100,0.0,0.0,0.0,0.0,0.4,0.0,2019-01-23 23:00:00
552,8.4,100,0.0,0.0,0.0,0.0,1.6,0.0,2019-01-24 00:00:00
553,6.5,100,0.0,0.0,0.0,0.0,7.1,0.0,2019-01-24 01:00:00
554,7.9,100,0.0,0.0,0.0,0.0,5.9,0.0,2019-01-24 02:00:00
555,7.4,100,0.0,0.0,0.0,0.0,9.6,0.0,2019-01-24 03:00:00
556,7.3,100,0.0,0.0,0.0,0.0,6.8,0.0,2019-01-24 04:00:00
557,7.8,97,0.0,0.0,0.0,0.0,5.5,0.0,2019-01-24 05:00:00
558,8.2,97,0.0,0.0,0.0,0.0,5.2,0.0,2019-01-24 06:00:00
559,8.4,96,0.0,0.0,0.0,0.0,5.4,0.0,2019-01-24 07:00:00
560,8.9,67,0.0,0.0,0.0,0.0,6.6,0.0,2019-01-24 08:00:00
561,9.2,93,18.0,3.0,38.3,15.0,7.7,0.0,2019-01-24 09:00:00
562,10.8,92,77.0,19.0,95.6,58.0,8.4,0.0,2019-01-24 10:00:00
563,11.6,84,111.0,14.0,41.9,97.0,6.6,0.0,2019-01-24 11:00:00
564,13.4,31,319.0,138.0,319.0,181.0,6.6,0.0,2019-01-24 12:00:00
565,14.5,79,455.0,313.0,643.1,142.0,9.2,0.0,2019-01-24 13:00:00
566,14.5,100,390.0,186.0,377.3,204.0,9.2,0.0,2019-01-24 14:00:00
567,12.8,100,249.0,87.0,192.9,162.0,10.7,0.0,2019-01-24 15:00:00
568,12.7,100,78.0,0.0,0.0,78.0,8.9,0.0,2019-01-24 16:00:00
569,12.1,100,36.0,0.0,0.0,36.0,8.1,0.0,2019-01-24 17:00:00
570,11.3,100,11.0,0.0,0.0,11.0,7.9,0.0,2019-01-24 18:00:00
571,9.8,100,0.0,0.0,0.0,0.0,5.0,0.0,2019-01-24 19:00:00
572,11.2,100,0.0,0.0,0.0,0.0,2.1,0.4,2019-01-24 20:00:00
573,8.8,100,0.0,0.0,0.0,0.0,6.7,2.0,2019-01-24 21:00:00
574,8.4,100,0.0,0.0,0.0,0.0,6.6,0.4,2019-01-24 22:00:00
575,6.5,100,0.0,0.0,0.0,0.0,5.4,0.0,2019-01-24 23:00:00
576,8.4,100,0.0,0.0,0.0,0.0,2.9,0.0,2019-01-25 00:00:00
577,7.7,99,0.0,0.0,0.0,0.0,1.4,0.0,2019-01-25 01:00:00
578,6.5,95,0.0,0.0,0.0,0.0,2.2,0.0,2019-01-25 02:00:00
579,8.7,96,0.0,0.0,0.0,0.0,2.3,0.0,2019-01-25 03:00:00
580,9.2,55,0.0,0.0,0.0,0.0,3.9,0.0,2019-01-25 04:00:00
581,8.5,68,0.0,0.0,0.0,0.0,4.3,0.0,2019-01-25 05:00:00
582,7.6,24,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-25 06:00:00
583,6.6,28,0.0,0.0,0.0,0.0,5.6,0.0,2019-01-25 07:00:00
584,6.4,2,0.0,0.0,0.0,0.0,5.8,0.0,2019-01-25 08:00:00
585,6.3,1,25.0,11.0,138.1,14.0,3.4,0.0,2019-01-25 09:00:00
586,8.4,4,158.0,103.0,511.5,55.0,2.3,0.0,2019-01-25 10:00:00
587,11.1,16,309.0,234.0,693.5,75.0,3.9,0.0,2019-01-25 11:00:00
588,13.2,28,427.0,339.0,777.6,88.0,4.0,0.0,2019-01-25 12:00:00
589,14.4,93,489.0,389.0,793.4,100.0,5.5,0.0,2019-01-25 13:00:00
590,14.9,96,450.0,283.0,569.7,167.0,6.4,0.0,2019-01-25 14:00:00
591,14.4,96,378.0,191.0,419.9,187.0,5.8,0.0,2019-01-25 15:00:00
592,14.2,98,234.0,66.0,179.6,168.0,5.0,0.0,2019-01-25 16:00:00
593,12.5,99,93.0,10.0,41.6,83.0,4.7,0.0,2019-01-25 17:00:00
594,11.9,100,23.0,1.0,9.8,22.0,6.4,0.0,2019-01-25 18:00:00
595,11.2,100,0.0,0.0,0.0,0.0,7.7,0.0,2019-01-25 19:00:00
596,10.9,100,0.0,0.0,0.0,0.0,8.5,0.0,2019-01-25 20:00:00
597,10.9,100,0.0,0.0,0.0,0.0,7.7,0.0,2019-01-25 21:00:00
598,10.2,100,0.0,0.0,0.0,0.0,5.2,0.0,2019-01-25 22:00:00
599,10.1,100,0.0,0.0,0.0,0.0,4.7,0.0,2019-01-25 23:00:00
600,10.4,100,0.0,0.0,0.0,0.0,5.4,0.1,2019-01-26 00:00:00
601,10.3,100,0.0,0.0,0.0,0.0,5.6,0.1,2019-01-26 01:00:00
602,10.1,100,0.0,0.0,0.0,0.0,6.1,0.0,2019-01-26 02:00:00
603,10.4,100,0.0,0.0,0.0,0.0,7.4,0.0,2019-01-26 03:00:00
604,11.3,98,0.0,0.0,0.0,0.0,7.6,0.1,2019-01-26 04:00:00
605,10.6,99,0.0,0.0,0.0,0.0,7.5,0.1,2019-01-26 05:00:00
606,10.3,100,0.0,0.0,0.0,0.0,8.7,0.0,2019-01-26 06:00:00
607,10.2,100,0.0,0.0,0.0,0.0,8.1,0.3,2019-01-26 07:00:00
608,9.6,100,0.0,0.0,0.0,0.0,7.4,0.0,2019-01-26 08:00:00
609,9.6,99,12.0,0.0,0.0,12.0,6.8,0.0,2019-01-26 09:00:00
610,10.7,100,74.0,6.0,29.4,68.0,9.2,0.4,2019-01-26 10:00:00
611,11.3,100,95.0,1.0,2.9,94.0,9.7,0.0,2019-01-26 11:00:00
612,12.3,100,158.0,31.0,70.6,127.0,8.6,0.0,2019-01-26 12:00:00
613,12.5,100,212.0,38.0,76.9,174.0,7.6,0.0,2019-01-26 13:00:00
614,11.5,100,136.0,14.0,28.0,122.0,9.8,0.0,2019-01-26 14:00:00
615,11.9,94,234.0,58.0,126.4,176.0,8.0,0.0,2019-01-26 15:00:00
616,13.0,9,337.0,236.0,635.3,101.0,8.9,0.0,2019-01-26 16:00:00
